customer_id,viewed,carted,checkout,purchased
386,1,1,1,1
390,1,1,1,0
392,1,1,0,0
394,1,0,0,0
395,1,0,0,0
399,1,1,0,\N
400,1,0,0,0
401,0,\N,1,0
402,1,1,1,1
410,1,0,0,0
412,1,0,0,0
413,1,0,0,0
415,1,0,0,0
416,1,1,0,0
417,1,0,0,0
418,1,0,0,0
423,1,0,0,0
426,1,0,0,0
428,1,0,0,0
429,1,0,0,0
431,1,0,0,0
434,1,0,0,0
436,1,1,0,0
438,1,0,0,0
439,1,0,0,0
441,1,0,0,0
442,1,0,0,0
446,1,1,1,0
447,1,1,1,1
449,1,0,0,0
450,1,1,0,0
452,1,0,0,0
454,1,0,0,0
456,1,1,1,1
458,1,0,0,0
460,1,1,1,0
462,1,1,1,1
465,1,0,0,0
467,1,1,1,1
468,1,0,0,0
471,1,0,0,0
472,1,0,0,0
473,1,0,0,0
479,1,0,0,0
487,1,0,0,0
489,1,1,1,0
490,1,1,0,0
494,1,0,0,0
496,1,0,0,0
502,1,0,0,0
504,1,0,0,0
507,1,0,0,0
508,1,0,0,0
510,1,0,0,0
515,1,1,1,1
518,1,0,0,0
519,1,0,\N,1
520,1,1,1,1
522,1,0,0,0
524,1,1,0,0
525,1,0,0,0
526,1,0,0,0
528,1,0,0,0
529,1,0,0,0
534,1,1,0,0
535,1,0,0,0
536,1,1,1,1
539,1,1,1,1
541,1,0,0,0
544,0,\N,1,0
546,1,0,0,0
547,1,0,0,0
550,1,0,0,0
553,1,0,0,0
554,1,1,1,1
563,1,0,0,0
564,1,0,0,0
566,1,1,0,0
567,1,0,0,0
571,1,0,0,0
573,1,0,0,0
575,1,1,1,1
577,1,0,0,0
578,1,0,0,0
583,1,1,0,\N
584,1,0,0,0
585,1,0,0,0
592,1,1,1,0
593,1,1,0,0
595,1,0,0,0
596,1,0,0,0
601,1,1,0,0
602,1,0,0,0
608,1,1,1,0
609,1,1,1,1
610,1,0,0,0
614,1,1,0,0
615,1,1,0,0
619,1,0,0,0
622,1,0,0,0
623,1,1,0,0
625,1,1,1,0
626,1,0,0,0
627,1,0,0,0
632,1,0,0,0
633,1,0,0,0
634,1,0,0,0
635,1,0,0,0
636,1,0,0,0
644,1,0,0,0
646,1,0,0,0
654,1,0,0,0
656,1,1,1,1
658,1,1,0,0
659,1,0,0,0
661,1,1,1,0
662,1,1,0,0
665,1,0,0,0
672,1,0,0,0
674,1,1,0,0
676,1,1,1,1
677,1,1,0,0
683,1,1,0,0
687,1,0,0,0
688,1,0,0,0
695,1,0,0,0
696,1,1,1,1
701,1,1,1,1
702,1,0,0,0
703,1,0,0,0
705,1,1,1,1
709,1,0,0,0
711,1,0,0,0
713,1,0,0,0
715,1,1,1,0
718,1,0,0,0
720,1,0,0,0
721,0,\N,0,0
722,1,0,0,0
723,1,0,0,0
728,1,0,0,0
731,1,0,0,0
736,1,1,0,0
737,1,0,0,0
738,1,0,0,0
742,1,1,1,1
745,1,1,0,0
751,1,1,1,1
752,1,0,0,0
753,1,1,1,1
756,1,0,0,0
758,1,1,1,1
760,1,1,1,0
762,1,0,0,0
764,1,0,0,0
765,1,1,0,0
766,1,0,0,0
767,1,0,0,0
769,1,1,1,0
771,1,1,1,1
772,1,0,0,0
773,1,0,0,0
776,1,0,0,0
778,1,1,0,0
779,1,0,0,0
785,1,0,0,0
790,1,0,0,0
792,1,0,0,0
793,1,1,1,0
797,1,0,0,0
798,1,0,0,0
811,1,1,1,1
813,1,0,0,0
817,1,0,0,0
820,1,1,1,0
823,0,\N,0,0
825,1,0,0,0
827,1,1,1,1
833,1,0,0,0
843,1,1,0,0
845,1,1,0,0
846,1,1,1,1
849,1,1,1,0
850,1,0,0,0
855,1,0,0,0
856,1,0,0,0
860,1,0,0,0
865,1,0,0,0
866,1,0,0,0
867,1,0,0,0
870,1,1,1,1
872,1,0,0,0
873,1,0,0,0
875,1,0,0,0
876,1,0,0,0
877,1,0,0,0
879,1,0,0,0
881,1,0,0,0
883,1,0,0,0
889,1,0,0,0
890,1,0,0,0
892,1,0,0,0
893,1,0,0,0
894,1,0,0,0
895,1,0,0,0
905,1,0,0,0
906,1,1,1,1
907,1,0,0,0
911,1,0,0,0
912,1,0,0,0
916,1,0,0,0
918,1,1,1,0
920,1,0,0,0
923,1,0,0,0
926,1,0,0,0
927,1,0,0,0
930,1,1,1,0
934,1,0,0,0
935,1,1,0,0
938,1,0,0,0
941,1,0,0,0
942,1,0,0,0
943,1,0,0,0
947,1,0,0,0
950,1,0,0,0
951,1,0,0,0
953,1,0,0,0
954,1,1,1,0
958,1,0,\N,1
959,1,0,0,0
961,1,0,0,0
964,1,0,0,0
969,1,0,0,0
970,1,0,0,0
971,1,0,0,0
976,1,0,0,0
977,1,0,0,0
979,1,0,0,0
982,1,1,1,1
983,1,0,0,0
985,1,1,0,0
987,1,0,0,0
988,1,0,0,0
994,1,0,0,0
998,1,0,0,0
1000,1,0,0,0
1008,1,0,0,0
1011,1,0,0,0
1012,1,0,0,0
1013,1,1,0,0
1014,1,1,1,0
1020,1,1,1,1
1021,1,0,0,0
1022,1,0,0,0
1023,1,1,0,0
1025,1,0,0,0
1027,1,1,0,0
1028,1,0,0,0
1029,1,1,1,0
1032,1,0,0,0
1034,0,\N,1,1
1036,1,0,0,0
1044,1,0,0,0
1047,1,0,0,0
1048,1,0,0,0
1049,1,0,0,0
1053,1,0,0,0
1054,1,0,0,0
1055,1,0,0,0
1067,1,0,0,0
1068,1,0,0,0
1069,1,0,0,0
1073,1,1,1,1
1077,1,0,0,0
1083,1,0,0,0
1086,1,0,0,0
1087,1,1,1,0
1088,1,0,0,0
1089,1,1,1,1
1096,1,1,1,1
1097,1,0,0,0
1103,1,0,0,0
1105,1,1,1,1
1107,1,1,0,0
1108,1,1,1,0
1109,1,1,1,0
1110,1,0,0,0
1114,1,1,1,1
1117,1,0,0,0
1120,1,0,0,0
1121,1,1,0,0
1122,1,0,0,0
1123,1,1,0,0
1124,1,1,0,0
1129,1,0,0,0
1133,1,0,0,0
1134,1,1,1,1
1135,1,1,0,0
1138,1,1,1,0
1139,1,0,0,0
1143,1,0,0,0
1144,1,1,1,1
1147,1,0,0,0
1151,1,0,0,0
1154,1,0,0,0
1157,1,1,1,1
1159,1,1,1,0
1163,1,0,0,0
1169,1,0,\N,0
1172,1,0,0,0
1176,1,0,0,0
1177,1,1,0,0
1178,1,0,0,0
1180,1,0,0,0
1185,1,1,1,1
1186,1,1,0,0
1187,1,1,1,1
1188,1,0,0,0
1191,1,0,0,0
1192,1,0,0,0
1196,1,0,0,0
1198,1,0,0,0
1201,1,0,0,0
1203,1,0,0,0
1208,0,\N,1,1
1210,1,1,1,1
1211,1,1,0,0
1214,1,0,0,0
1215,1,1,1,0
1218,1,0,0,0
1220,1,1,1,0
1222,1,0,0,0
1224,1,0,0,0
1225,1,0,0,0
1227,1,0,0,0
1232,1,0,0,0
1233,1,0,0,0
1236,1,0,0,0
1239,1,0,0,0
1241,0,\N,0,0
1242,1,0,0,0
1244,1,1,0,0
1246,1,1,0,0
1249,1,0,0,0
1253,1,0,0,0
1254,1,0,0,0
1255,1,0,0,0
1256,1,1,0,0
1257,1,0,0,0
1261,1,0,0,0
1263,1,0,0,0
1274,1,0,0,0
1275,1,1,0,0
1276,1,0,0,0
1277,1,0,0,0
1280,1,1,0,0
1285,1,1,0,0
1286,1,0,0,0
1287,1,0,0,0
1288,1,0,0,0
1289,1,0,0,0
1292,1,0,0,0
1293,1,1,0,0
1294,1,0,0,0
1296,1,0,0,0
1297,1,0,0,0
1298,1,1,1,1
1299,1,0,0,0
1301,1,0,0,0
1302,1,1,1,0
1311,1,1,0,0
1313,1,0,0,0
1314,1,0,0,0
1317,1,0,0,0
1320,1,0,0,0
1322,1,0,0,0
1324,1,1,0,0
1327,1,0,\N,0
1331,1,0,0,0
1333,1,0,0,0
1337,1,1,0,0
1342,1,0,0,0
1344,1,1,1,0
1348,1,0,0,0
1352,1,1,1,1
1354,1,1,1,1
1356,1,0,0,0
1357,1,0,0,0
1360,1,1,1,1
1366,1,0,0,0
1367,1,1,1,1
1374,1,1,1,1
1378,1,0,0,0
1379,1,0,0,0
1383,1,1,0,0
1386,1,0,0,0
1389,1,0,0,0
1390,1,0,0,0
1391,1,0,0,0
1393,1,1,0,0
1394,1,0,\N,0
1395,1,0,0,0
1398,1,1,1,1
1399,1,0,0,0
1400,1,0,0,0
1401,1,0,0,0
1402,1,0,0,0
1404,1,0,0,0
1405,1,0,0,0
1409,1,0,0,0
1410,1,0,0,0
1411,1,0,0,0
1414,1,0,0,0
1416,1,0,0,0
1417,1,0,0,0
1419,1,0,0,0
1420,1,0,0,0
1422,1,1,1,0
1424,1,0,0,0
1431,0,\N,1,0
1435,1,0,0,0
1443,1,0,0,0
1445,1,0,0,0
1446,1,0,0,0
1447,1,0,0,0
1449,1,1,1,1
1450,1,1,1,0
1455,1,0,0,0
1458,1,0,0,0
1460,1,0,0,0
1462,1,0,0,0
1463,1,0,0,0
1465,1,1,1,0
1466,1,1,1,0
1467,1,0,0,0
1471,1,1,1,1
1474,0,\N,0,0
1475,1,1,0,0
1477,1,0,0,0
1482,1,1,0,0
1483,1,1,0,0
1484,1,0,0,0
1485,1,1,1,0
1490,1,0,0,0
1491,1,0,0,0
1492,1,0,0,0
1494,1,0,0,0
1497,1,0,0,0
1498,1,1,1,0
1502,1,1,0,0
1503,1,1,1,1
1505,1,0,0,0
1508,1,1,0,0
1510,1,1,1,1
1516,1,1,1,0
1520,1,0,0,0
1521,1,1,0,0
1528,1,0,0,0
1529,1,0,0,0
1530,1,1,1,1
1534,1,0,0,0
1540,1,0,0,0
1542,1,1,0,0
1544,1,0,0,0
1547,1,0,0,0
1549,1,0,0,0
1551,1,0,0,0
1553,1,0,0,0
1555,1,1,0,0
1556,1,0,0,0
1558,1,1,1,1
1562,1,1,0,0
1563,1,1,1,1
1566,1,0,0,0
1568,1,0,0,0
1569,1,0,0,0
1571,1,0,0,0
1574,1,1,0,0
1578,1,1,0,0
1583,1,0,0,0
1585,1,0,0,0
1589,1,0,0,0
1591,1,1,0,0
1595,1,1,0,0
1601,1,0,0,0
1602,1,1,0,0
1603,1,0,0,0
1605,1,0,0,0
1606,1,0,0,0
1612,1,0,0,0
1614,1,0,0,0
1616,1,1,0,0
1617,1,1,0,0
1618,1,0,0,0
1623,1,0,0,0
1624,1,0,0,0
1625,1,0,0,0
1638,1,1,1,0
1642,1,0,0,0
1646,1,0,0,0
1649,1,0,0,0
1653,1,0,0,0
1654,1,0,0,0
1657,1,1,0,0
1658,0,\N,0,0
1659,1,1,1,1
1662,1,1,0,0
1664,1,1,1,0
1665,1,1,0,0
1666,1,0,0,0
1667,1,1,1,0
1668,1,0,0,0
1670,1,0,0,0
1671,1,1,1,0
1675,1,1,0,0
1680,1,0,0,0
1686,1,0,0,0
1690,1,0,0,0
1692,1,0,0,0
1693,1,0,0,0
1696,0,\N,0,0
1697,1,0,0,0
1698,1,0,0,0
1700,1,0,0,0
1701,1,1,1,0
1702,0,\N,0,0
1705,1,1,1,0
1707,1,0,0,0
1708,1,1,0,0
1709,1,1,0,0
1710,1,0,0,0
1714,0,\N,1,1
1718,1,0,0,0
1721,1,0,0,0
1723,1,0,0,0
1726,1,0,0,0
1731,1,0,0,0
1734,1,0,0,0
1735,1,0,0,0
1737,1,0,0,0
1738,1,0,0,0
1742,1,0,\N,0
1743,1,0,0,0
1744,1,1,1,0
1745,1,0,0,0
1753,1,0,0,0
1754,1,0,0,0
1756,1,1,0,0
1762,1,0,0,0
1763,1,0,0,0
1767,1,1,0,0
1770,1,0,0,0
1777,0,\N,0,0
1783,1,0,0,0
1785,1,1,1,1
1787,1,0,0,0
1788,1,1,1,0
1791,1,0,0,0
1796,1,0,0,0
1798,1,1,1,0
1799,1,0,0,0
1802,1,0,0,0
1804,1,1,1,0
1808,1,1,1,0
1813,1,1,1,1
1815,1,1,0,0
1817,1,0,0,0
1821,1,0,0,0
1822,1,1,0,0
1826,1,0,0,0
1827,1,1,1,0
1829,1,0,0,0
1830,1,1,1,0
1834,1,1,0,0
1836,1,1,1,0
1839,1,0,0,0
1841,1,1,1,0
1847,1,1,0,0
1849,1,0,0,0
1850,1,1,1,1
1857,1,0,0,0
1858,1,0,0,0
1865,1,0,0,0
1866,1,0,0,0
1867,1,0,0,0
1868,1,0,0,0
1872,1,0,0,0
1881,1,1,1,1
1883,1,0,\N,1
1893,1,0,0,0
1894,1,0,0,0
1900,1,0,0,0
1902,1,0,0,0
1904,1,0,0,0
1907,1,1,1,1
1908,1,0,0,0
1911,1,1,0,0
1913,1,0,0,0
1915,1,0,0,0
1918,1,0,0,0
1919,1,1,0,0
1922,1,1,0,0
1923,1,0,0,0
1925,1,0,0,0
1927,1,0,0,0
1934,1,1,0,0
1937,1,0,0,0
1940,1,1,1,0
1943,1,0,0,0
1948,1,0,0,0
1951,1,0,0,0
1957,1,1,1,0
1959,1,0,0,0
1962,1,0,0,0
1966,1,1,0,0
1967,1,0,0,0
1971,1,0,0,0
1972,1,1,1,1
1976,1,1,1,0
1983,1,0,0,0
1987,1,0,0,0
1989,1,1,1,0
1991,1,0,0,0
1995,1,0,0,0
1999,1,1,0,0
2003,1,0,0,0
2006,1,0,0,0
2007,0,\N,1,0
2015,1,1,1,0
2016,1,0,0,0
2019,1,0,0,0
2020,1,0,0,0
2025,1,0,0,0
2027,1,0,0,0
2028,1,0,0,0
2030,1,0,0,0
2035,1,0,0,0
2037,1,1,1,0
2039,1,0,0,0
2040,1,0,0,0
2041,1,0,0,0
2043,1,0,\N,0
2044,1,0,0,0
2049,1,1,0,0
2050,1,0,0,0
2055,1,0,0,0
2056,1,0,0,0
2059,1,0,0,0
2065,1,0,0,0
2069,1,0,0,0
2078,1,0,0,0
2086,1,1,1,0
2087,1,1,0,0
2089,1,0,0,0
2090,1,0,0,0
2093,1,0,0,0
2096,1,0,0,0
2097,1,0,\N,1
2098,1,1,1,1
2102,1,1,1,0
2103,1,0,0,0
2104,1,0,0,0
2107,1,0,0,0
2114,1,0,0,0
2115,1,0,0,0
2118,1,1,1,1
2119,1,1,0,0
2122,1,0,0,0
2124,1,0,0,0
2125,1,1,1,1
2126,1,1,1,1
2128,1,0,0,0
2129,1,0,0,0
2131,1,0,0,0
2135,1,1,1,0
2143,1,0,0,0
2144,1,1,1,0
2146,1,0,0,0
2150,1,0,0,0
2151,1,1,0,0
2152,1,0,\N,0
2156,1,0,0,0
2160,1,1,0,0
2164,1,1,1,1
2166,1,0,0,0
2167,1,0,0,0
2170,1,0,0,0
2175,1,0,0,0
2176,1,0,0,0
2178,1,0,0,0
2182,1,1,1,0
2183,1,1,0,0
2185,1,0,0,0
2187,0,\N,1,0
2190,1,1,0,0
2191,1,1,0,0
2193,1,0,0,0
2195,1,0,0,0
2196,1,0,0,0
2197,1,0,0,0
2204,1,0,0,0
2205,1,0,0,0
2206,1,0,0,0
2208,1,0,0,0
2210,1,0,0,0
2213,1,0,0,0
2215,1,1,0,0
2220,1,0,0,0
2221,1,0,0,0
2223,1,0,0,0
2224,1,0,0,0
2226,1,1,1,0
2227,1,0,0,0
2228,1,0,0,0
2230,1,0,0,0
2235,1,1,1,0
2237,1,0,0,0
2238,1,0,0,0
2239,0,\N,0,0
2240,1,0,0,0
2242,1,0,0,0
2246,1,0,0,0
2247,1,1,1,1
2249,1,1,1,1
2250,1,1,0,0
2251,1,1,1,0
2254,1,0,0,0
2257,1,1,0,0
2258,1,0,0,0
2261,1,0,0,0
2262,1,1,1,0
2264,1,1,1,1
2265,1,0,0,0
2268,1,1,1,0
2271,1,0,0,0
2274,1,0,0,0
2276,1,1,1,1
2279,1,0,0,0
2280,1,0,0,0
2283,1,1,0,\N
2290,1,1,1,1
2292,1,1,1,1
2296,1,0,0,0
2297,1,0,0,0
2298,1,0,0,0
2299,1,0,0,0
2303,1,0,0,0
2304,1,0,0,0
2308,1,0,0,0
2309,1,0,0,0
2312,1,1,0,0
2315,1,0,0,0
2316,1,1,1,1
2319,1,0,0,0
2320,1,0,0,0
2325,1,0,0,0
2326,1,0,0,0
2328,1,0,0,0
2330,1,0,0,0
2332,1,0,0,0
2334,1,0,0,0
2335,1,0,0,0
2336,1,0,0,0
2337,1,0,0,0
2339,1,1,0,0
2341,1,0,0,0
2342,1,0,0,0
2343,1,0,0,0
2345,1,0,0,0
2347,1,0,0,0
2350,1,0,0,0
2351,1,1,1,1
2352,1,1,1,1
2353,1,0,0,0
2357,1,0,0,0
2358,1,0,0,0
2360,1,1,1,1
2362,1,0,0,0
2363,1,0,0,0
2364,1,0,0,0
2365,1,0,0,0
2367,1,1,0,0
2372,1,0,0,0
2375,1,0,0,0
2379,1,0,0,0
2380,1,1,1,0
2383,1,0,0,0
2384,1,0,0,0
2386,1,0,0,0
2387,1,0,0,0
2388,1,0,0,0
2390,1,0,0,0
2395,1,0,0,0
2396,1,1,1,1
2397,1,0,0,0
2403,1,0,0,0
2404,1,0,0,0
2413,1,0,0,0
2414,1,0,0,0
2416,1,0,0,0
2417,1,0,0,0
2418,1,0,0,0
2420,1,0,0,0
2424,1,0,0,0
2426,1,0,0,0
2427,1,1,0,0
2428,1,1,1,1
2430,1,0,0,0
2433,1,0,0,0
2434,1,1,1,0
2435,1,0,0,0
2436,1,0,0,0
2438,1,0,0,0
2439,1,0,0,0
2440,1,0,\N,1
2443,1,1,1,1
2445,1,0,\N,0
2447,1,0,0,0
2449,1,0,0,0
2453,1,1,1,1
2455,1,0,0,0
2457,1,0,0,0
2459,1,0,0,0
2460,1,1,1,1
2463,1,1,0,0
2464,1,0,0,0
2465,1,0,0,0
2466,1,0,0,0
2469,1,0,0,0
2471,1,1,1,0
2475,1,1,0,0
2479,1,1,1,1
2480,1,0,0,0
2481,1,0,0,0
2484,1,0,0,0
2485,1,0,0,0
2487,1,1,0,0
2488,1,0,0,0
2491,1,0,0,0
2492,1,1,0,0
2493,1,0,0,0
2496,1,1,0,0
2497,0,\N,0,\N
2501,1,1,1,1
2504,1,0,0,0
2508,1,1,1,0
2509,1,1,1,0
2511,1,0,0,0
2513,1,0,0,0
2519,1,0,0,0
2521,1,0,0,0
2525,1,1,1,1
2527,1,0,0,0
2533,1,1,0,0
2537,1,0,0,0
2540,1,0,0,0
2545,1,1,1,1
2546,1,0,0,0
2548,1,1,1,0
2549,1,1,1,1
2550,1,1,1,0
2553,0,\N,1,1
2554,1,0,0,0
2556,1,0,0,0
2560,1,1,0,0
2561,1,1,1,1
2566,1,0,0,0
2569,1,1,0,0
2575,1,0,0,0
2576,1,1,0,0
2577,1,0,0,0
2578,1,1,1,1
2581,1,0,0,0
2583,1,0,0,0
2584,1,1,0,\N
2585,1,0,0,0
2587,1,1,0,0
2588,1,1,1,0
2591,1,0,0,0
2594,1,0,0,0
2595,1,0,0,0
2596,1,0,0,0
2597,1,0,0,0
2599,1,0,0,0
2600,1,0,0,0
2603,1,1,1,0
2608,1,1,0,0
2609,0,\N,1,0
2611,1,0,0,0
2612,1,0,0,0
2613,1,0,0,0
2620,1,0,0,0
2623,1,0,0,0
2624,1,0,0,0
2625,1,0,0,0
2626,1,1,0,0
2628,1,0,0,0
2632,1,0,0,0
2634,1,0,0,0
2635,1,0,0,0
2636,0,\N,0,0
2640,1,0,0,0
2645,1,0,0,0
2646,1,0,0,0
2656,1,0,0,0
2657,1,1,1,0
2659,1,0,0,0
2663,1,0,0,0
2664,1,1,1,0
2669,1,0,0,0
2671,1,1,0,0
2673,1,0,0,0
2674,1,0,0,0
2679,1,1,1,0
2680,1,0,\N,0
2683,1,0,0,0
2687,1,0,0,0
2690,1,0,0,0
2692,1,0,0,0
2693,1,0,0,0
2698,1,0,0,0
2700,1,0,0,0
2705,1,0,0,0
2707,1,0,0,0
2710,1,1,0,0
2712,1,1,0,0
2715,1,0,0,0
2717,1,1,1,1
2719,1,1,1,0
2722,1,0,0,0
2723,1,1,1,1
2727,1,1,0,0
2728,1,1,0,0
2730,1,1,1,1
2732,1,0,0,0
2733,1,1,0,0
2735,1,0,0,0
2736,1,1,0,0
2737,1,1,0,0
2738,1,1,1,0
2750,1,0,0,0
2756,1,1,1,0
2757,1,0,0,0
2758,1,0,0,0
2763,1,1,1,1
2765,1,0,0,0
2766,1,0,0,0
2768,1,0,0,0
2771,1,1,1,1
2779,1,1,0,0
2782,1,0,0,0
2783,1,0,0,0
2785,1,0,0,0
2786,1,0,0,0
2787,1,0,0,0
2788,1,1,0,0
2789,1,0,0,0
2791,1,1,1,1
2792,1,0,0,0
2795,1,0,\N,1
2799,1,0,0,0
2800,1,0,0,0
2803,0,\N,1,1
2804,1,0,0,0
2808,1,1,0,0
2810,1,0,0,0
2813,1,0,0,0
2815,1,0,0,0
2817,1,0,0,0
2818,1,1,0,0
2819,1,1,1,0
2820,1,0,\N,1
2821,1,0,0,0
2822,1,0,0,0
2824,1,0,0,0
2825,1,1,0,0
2826,1,0,0,0
2829,1,0,0,0
2830,1,0,0,0
2831,1,1,0,0
2837,1,0,0,0
2840,1,1,1,1
2841,1,0,0,0
2843,1,0,0,0
2846,1,0,0,0
2850,1,1,1,0
2852,1,0,\N,1
2853,1,0,0,0
2854,1,0,0,0
2858,1,0,0,0
2861,1,0,0,0
2865,1,1,1,0
2867,1,0,0,0
2868,1,1,1,0
2869,1,0,0,0
2870,1,0,0,0
2876,1,1,1,0
2877,1,0,0,0
2879,1,1,1,1
2880,1,1,0,0
2881,1,0,0,0
2882,1,0,0,0
2883,1,0,0,0
2885,1,0,0,0
2890,1,1,1,0
2896,1,0,0,0
2899,1,0,0,0
2900,1,0,0,0
2904,1,0,0,0
2906,1,0,0,0
2910,1,1,0,0
2911,1,1,1,0
2914,1,0,0,0
2915,1,1,1,1
2916,1,1,1,1
2919,1,0,0,0
2920,1,0,0,0
2921,1,0,0,0
2922,1,0,0,0
2924,1,1,0,0
2925,1,1,1,1
2926,1,1,1,0
2927,1,1,1,0
2929,1,1,0,\N
2933,1,0,0,0
2934,1,0,0,0
2938,1,0,0,0
2941,1,0,0,0
2942,1,1,1,1
2943,1,0,0,0
2944,1,0,0,0
2948,1,1,0,0
2949,1,0,0,0
2950,1,0,0,0
2953,1,0,0,0
2955,1,1,1,1
2957,1,1,1,1
2958,1,0,0,0
2960,1,0,0,0
2966,1,0,0,0
2969,1,0,0,0
2974,1,0,0,0
2977,1,1,1,0
2980,1,0,0,0
2986,1,0,0,0
2989,1,0,0,0
2990,1,1,1,0
2991,1,1,1,1
2992,1,0,0,0
2998,1,1,1,0
3000,1,0,0,0
3001,1,1,0,0
3002,1,0,0,0
3007,1,0,0,0
3018,1,1,0,0
3026,1,0,0,0
3028,1,1,1,1
3031,1,1,0,0
3035,1,0,0,0
3040,1,1,1,0
3043,1,0,0,0
3044,1,0,0,0
3046,1,0,0,0
3047,1,0,0,0
3049,1,1,1,0
3050,1,0,0,0
3051,1,0,0,0
3053,1,1,1,0
3054,1,1,1,1
3055,1,0,0,0
3056,1,1,0,0
3061,1,1,1,1
3063,1,0,0,0
3068,1,0,0,0
3070,1,0,0,0
3072,1,0,0,0
3074,1,0,0,0
3075,1,1,0,0
3076,1,0,0,0
3082,1,0,0,0
3083,1,0,0,0
3086,1,0,0,0
3088,1,1,1,0
3091,1,1,1,1
3098,1,0,0,0
3099,1,0,0,0
3102,1,1,1,1
3104,1,1,0,0
3109,1,1,1,1
3111,1,0,0,0
3113,1,0,0,0
3116,1,1,1,0
3120,1,0,0,0
3121,1,0,\N,1
3125,0,\N,0,0
3127,1,0,0,0
3135,1,0,0,0
3137,1,0,0,0
3138,1,0,0,0
3139,1,1,0,0
3141,1,0,0,0
3142,1,0,0,0
3144,1,1,1,0
3145,1,1,0,0
3150,1,0,0,0
3159,1,0,0,0
3162,1,1,1,0
3163,1,0,0,0
3167,1,0,0,0
3168,1,1,1,0
3177,1,0,0,0
3178,1,0,0,0
3180,1,0,0,0
3181,1,0,0,0
3183,1,1,1,1
3184,1,1,1,0
3187,1,1,1,0
3191,1,1,0,0
3193,1,0,0,0
3195,1,0,0,0
3196,1,0,0,0
3200,1,1,1,0
3203,1,0,0,0
3204,1,1,1,0
3206,1,1,0,0
3209,1,0,0,0
3212,1,0,0,0
3217,1,1,1,0
3218,1,0,0,0
3219,0,\N,1,0
3223,1,0,0,0
3224,1,0,0,0
3225,1,0,0,0
3227,1,0,0,0
3238,1,0,0,0
3240,1,0,0,0
3241,1,0,0,0
3254,1,0,0,0
3258,1,0,0,0
3259,1,0,0,0
3261,1,1,0,0
3267,1,0,0,0
3274,1,0,0,0
3279,1,1,0,0
3285,1,1,0,0
3288,1,0,0,0
3291,1,0,0,0
3292,1,1,1,1
3293,1,0,0,0
