order_id,customer_id,product_id,order_value,purchase_time,rn
87,2098,93,2632.73,2/20/2024 0:06,1
88,16871,267,3925.22,6/22/2024 0:06,1
89,30726,140,3500.56,2/25/2024 0:06,1
90,48941,162,1076.53,1/3/2024 0:06,1
91,7212,80,2837.28,3/26/2024 0:06,1
92,15737,218,2259.65,3/8/2024 0:06,1
93,10964,120,2751.37,3/18/2024 0:06,1
94,13986,18,3981.9,5/8/2024 0:06,1
95,35277,39,5165.8,4/15/2024 0:06,1
96,11498,283,1492.37,6/29/2024 0:06,1
97,39386,244,2251.65,3/11/2024 0:06,1
98,25390,232,4023.54,2/3/2024 0:06,1
99,20760,13,4449.4,3/26/2024 0:06,1
100,48497,57,648.05,6/6/2024 0:06,1
101,29516,144,1373.03,1/5/2024 0:06,1
102,1883,190,2301.33,3/9/2024 0:06,1
103,45862,188,2894.88,6/21/2024 0:06,1
104,34045,1,1471.43,3/19/2024 0:06,1
105,14048,273,4491.41,6/7/2024 0:06,1
106,30728,99,1642.5,2/7/2024 0:06,1
108,20123,119,1396.77,3/3/2024 0:06,1
109,9531,149,3696.29,1/2/2024 0:06,1
110,27705,291,4767.15,6/10/2024 0:06,1
111,33334,175,4433.46,4/1/2024 0:06,1
112,32769,207,1324.88,5/31/2024 0:06,1
113,22052,210,3052.27,3/13/2024 0:06,1
114,11904,131,1737.52,5/10/2024 0:06,1
115,44345,93,2630.51,6/22/2024 0:06,1
116,41031,141,1795.79,1/6/2024 0:06,1
117,9271,97,3194.22,6/11/2024 0:06,1
118,26950,96,2177.99,3/5/2024 0:06,1
119,36279,82,2161,4/18/2024 0:06,1
120,34581,12,1260.42,2/9/2024 0:06,1
121,20450,30,3446.73,4/24/2024 0:06,1
122,41397,272,2330.28,4/23/2024 0:06,1
123,16321,230,1228.94,5/28/2024 0:06,1
124,7591,4,4239,4/16/2024 0:06,1
125,28632,49,3970.87,3/23/2024 0:06,1
126,15056,25,4398.05,1/19/2024 0:06,1
127,15736,155,1186.56,5/5/2024 0:06,1
128,37106,243,2940.37,2/29/2024 0:06,1
129,11957,249,3189.21,6/3/2024 0:06,1
130,23402,1,1658.81,3/24/2024 0:06,1
131,4535,176,3487.69,2/12/2024 0:06,1
132,14821,222,1225.8,2/9/2024 0:06,1
133,4445,55,3966.77,1/29/2024 0:06,1
134,12561,130,2536.96,5/10/2024 0:06,1
135,19007,132,2937.39,4/8/2024 0:06,1
136,40431,104,2957.3,4/21/2024 0:06,1
137,1073,1,1603.29,4/1/2024 0:06,1
138,21626,266,2003.73,1/1/2024 0:06,1
139,33897,13,4867.68,3/6/2024 0:06,1
140,48859,106,3293.01,4/17/2024 0:06,1
141,26553,204,3571.97,4/26/2024 0:06,1
142,22988,104,2639.57,4/30/2024 0:06,1
143,17733,25,4122.97,5/27/2024 0:06,1
144,42974,238,1228.39,5/3/2024 0:06,1
145,10214,174,1723.58,1/29/2024 0:06,1
146,35975,161,2974.6,3/6/2024 0:06,1
147,38203,252,4403.97,4/30/2024 0:06,1
148,49672,297,3027.77,1/4/2024 0:06,1
149,45888,19,4196.8,1/6/2024 0:06,1
150,15557,105,1425.28,2/18/2024 0:06,1
151,46430,271,1868.37,1/30/2024 0:06,1
152,48971,111,5124.26,4/30/2024 0:06,1
153,33417,132,3399.89,1/16/2024 0:06,1
154,2603,110,3586.61,5/4/2024 0:06,1
155,35816,211,588.73,6/24/2024 0:06,1
156,19292,72,2696.29,6/9/2024 0:06,1
157,554,298,4165.19,6/19/2024 0:06,1
158,45403,61,1760.58,6/11/2024 0:06,1
159,13371,69,3641.46,6/20/2024 0:06,1
160,44466,50,2225.41,2/18/2024 0:06,1
161,12875,114,1608.87,3/22/2024 0:06,1
162,20122,132,3223.84,2/13/2024 0:06,1
163,3028,119,1237.95,5/20/2024 0:06,1
164,42891,190,2388.78,4/2/2024 0:06,1
165,42692,88,788.9,1/11/2024 0:06,1
166,9978,297,2885.84,3/9/2024 0:06,1
167,10713,196,3109.33,1/4/2024 0:06,1
168,12713,185,4823.31,2/1/2024 0:06,1
169,35940,142,3737.93,6/29/2024 0:06,1
170,18053,56,4516.04,4/23/2024 0:06,1
171,22551,62,1041.43,5/9/2024 0:06,1
172,24117,61,1874.34,3/31/2024 0:06,1
173,38974,250,953.3,2/5/2024 0:06,1
174,29227,229,3907.09,5/20/2024 0:06,1
175,37733,149,4237.6,5/8/2024 0:06,1
176,12679,239,772.91,4/30/2024 0:06,1
177,32581,232,3353.15,1/21/2024 0:06,1
178,21108,25,4119.81,6/9/2024 0:06,1
179,34542,143,3013.15,2/13/2024 0:06,1
180,42294,239,855.69,4/8/2024 0:06,1
181,10244,265,2072.67,2/21/2024 0:06,1
182,21049,206,4135.13,4/28/2024 0:06,1
183,29463,102,3855.09,4/19/2024 0:06,1
184,16599,291,4343.97,2/9/2024 0:06,1
185,20807,7,825.71,4/9/2024 0:06,1
186,31005,24,3985.19,3/16/2024 0:06,1
187,38507,46,4005.04,3/13/2024 0:06,1
188,4191,124,1305.61,3/16/2024 0:06,1
189,39340,290,2180.84,6/19/2024 0:06,1
190,77,271,2165.73,5/13/2024 0:06,1
191,5311,54,1514.37,4/24/2024 0:06,1
192,18506,158,3075.62,1/27/2024 0:06,1
193,5652,67,289.14,5/7/2024 0:06,1
194,36829,122,3546.74,4/19/2024 0:06,1
195,12454,38,956.77,2/1/2024 0:06,1
196,46802,193,1697.76,1/8/2024 0:06,1
197,8904,237,3593.09,3/29/2024 0:06,1
198,38407,49,4220.31,1/26/2024 0:06,1
199,12391,132,3294.6,6/4/2024 0:06,1
200,30617,29,3447.9,4/10/2024 0:06,1
201,38098,34,3392.73,5/6/2024 0:06,1
202,8534,147,3584.42,5/15/2024 0:06,1
203,18535,188,2672.84,1/23/2024 0:06,1
204,40558,189,2020.82,3/19/2024 0:06,1
205,4826,285,1613.07,3/13/2024 0:06,1
206,45690,162,1084.31,2/11/2024 0:06,1
207,19600,241,428.81,4/26/2024 0:06,1
208,25699,215,765.91,2/6/2024 0:06,1
209,35092,1,1596.95,5/23/2024 0:06,1
210,5905,158,3680.23,4/25/2024 0:06,1
211,22577,183,2324.59,6/17/2024 0:06,1
212,14731,82,2008.6,1/8/2024 0:06,1
213,36507,255,4565.37,6/1/2024 0:06,1
214,12710,20,3544.23,2/28/2024 0:06,1
215,34046,248,4293.09,6/27/2024 0:06,1
216,10955,214,4482.81,3/7/2024 0:06,1
217,39807,287,2681.11,3/27/2024 0:06,1
218,29475,299,997.22,6/9/2024 0:06,1
219,753,228,3059.58,1/19/2024 0:06,1
220,22508,126,3686.62,2/1/2024 0:06,1
221,41608,188,2795.78,6/16/2024 0:06,1
222,32352,294,1972.09,5/15/2024 0:06,1
223,18481,83,2887.8,1/4/2024 0:06,1
224,23094,242,2957.07,5/21/2024 0:06,1
225,11007,281,2257.55,3/18/2024 0:06,1
226,16091,22,625.97,6/17/2024 0:06,1
227,45578,163,3012.49,6/18/2024 0:06,1
228,40611,42,4537.17,3/23/2024 0:06,1
229,42426,222,1275.41,4/20/2024 0:06,1
230,46866,32,1917.1,5/2/2024 0:06,1
231,2118,129,4611.37,6/1/2024 0:06,1
232,8206,86,587.38,2/21/2024 0:06,1
233,18211,139,3156.04,1/23/2024 0:06,1
234,40499,7,854.25,4/30/2024 0:06,1
235,656,246,2105.29,1/31/2024 0:06,1
236,9245,249,3294.12,2/13/2024 0:06,1
237,28104,78,3428.41,6/23/2024 0:06,1
238,28589,133,1714.79,4/29/2024 0:06,1
239,25887,228,3158.1,1/27/2024 0:06,1
240,27879,236,3883.77,6/20/2024 0:06,1
241,24978,171,2899.08,5/19/2024 0:06,1
242,42961,157,3086.53,3/15/2024 0:06,1
243,348,43,3852,1/4/2024 0:06,1
244,28196,177,2900.71,2/16/2024 0:06,1
245,49790,14,4622.49,5/25/2024 0:06,1
246,19622,115,1019.69,5/10/2024 0:06,1
247,7603,30,3228.02,1/24/2024 0:06,1
248,40298,113,4137.41,3/25/2024 0:06,1
249,9581,35,619.24,6/3/2024 0:06,1
250,7064,164,495.52,4/10/2024 0:06,1
251,44915,101,2047.08,1/28/2024 0:06,1
252,35143,120,2356.72,1/15/2024 0:06,1
253,27170,64,3103.32,3/9/2024 0:06,1
254,28232,88,757.1,3/22/2024 0:06,1
255,35789,211,550.72,3/13/2024 0:06,1
256,4673,20,3166.61,2/4/2024 0:06,1
257,38540,73,584.99,5/25/2024 0:06,1
258,15382,23,1177.83,4/25/2024 0:06,1
259,9419,87,3924.65,3/3/2024 0:06,1
260,9191,237,3725.31,3/12/2024 0:06,1
261,38480,114,1538.86,1/1/2024 0:06,1
262,15160,69,3585.29,3/11/2024 0:06,1
263,21793,106,3639.12,3/2/2024 0:06,1
264,16062,42,4077.41,2/8/2024 0:06,1
265,16423,216,361.37,6/9/2024 0:06,1
266,19831,263,3194.23,3/17/2024 0:06,1
267,17853,240,3592.15,2/28/2024 0:06,1
268,6451,127,4791.99,1/17/2024 0:06,1
269,40890,92,1650.07,6/25/2024 0:06,1
270,7578,277,389.76,3/9/2024 0:06,1
271,30502,150,474.6,1/17/2024 0:06,1
272,9216,129,4830.66,5/9/2024 0:06,1
273,45903,143,2799.75,3/31/2024 0:06,1
274,19379,192,4507.75,5/14/2024 0:06,1
275,36146,60,2062.24,3/24/2024 0:06,1
276,17266,50,2304.48,3/30/2024 0:06,1
277,18750,208,2088.1,1/18/2024 0:06,1
278,5350,101,1966.39,4/2/2024 0:06,1
279,3718,71,2998.38,1/15/2024 0:06,1
280,39113,254,2096.91,2/14/2024 0:06,1
281,36389,157,2904.31,4/17/2024 0:06,1
282,43236,38,1067.63,3/29/2024 0:06,1
283,39301,33,3768.17,5/14/2024 0:06,1
284,14732,72,2866.8,6/16/2024 0:06,1
286,24358,176,2962.19,1/15/2024 0:06,1
287,12628,147,3622.58,1/10/2024 0:06,1
289,20252,50,2411.59,2/14/2024 0:06,1
290,44303,166,1268.22,3/10/2024 0:06,1
291,4851,95,3434.96,4/28/2024 0:06,1
292,35152,232,3358.11,3/24/2024 0:06,1
293,1374,208,2019.33,4/16/2024 0:06,1
294,18443,280,1684.8,2/18/2024 0:06,1
295,28463,52,461.27,5/18/2024 0:06,1
296,930,232,3334.45,3/29/2024 0:06,1
297,39097,82,2037.31,1/1/2024 0:06,1
298,906,178,3505.14,3/14/2024 0:06,1
299,14798,159,3576.1,1/5/2024 0:06,1
300,31628,152,3378.66,6/7/2024 0:06,1
301,44532,210,3241.87,2/5/2024 0:06,1
302,41647,45,4193.49,4/28/2024 0:06,1
303,26188,209,1960.04,4/2/2024 0:06,1
304,16618,109,2710.35,4/16/2024 0:06,1
305,11625,184,1338.83,2/22/2024 0:06,1
306,37126,165,2595.54,5/9/2024 0:06,1
307,8394,51,3531.57,2/26/2024 0:06,1
308,41613,97,3294.41,5/10/2024 0:06,1
309,8213,45,3579.72,5/31/2024 0:06,1
310,20920,48,4529,4/24/2024 0:06,1
311,18329,102,4242.14,4/15/2024 0:06,1
312,47478,279,3305.53,3/17/2024 0:06,1
313,14174,38,976.2,5/23/2024 0:06,1
314,1210,65,1463.45,3/18/2024 0:06,1
315,27924,81,1332.85,4/14/2024 0:06,1
316,4643,272,2245.75,6/1/2024 0:06,1
317,16427,60,2196.04,2/11/2024 0:06,1
318,23479,161,3476.42,4/17/2024 0:06,1
319,7164,115,1145.25,3/18/2024 0:06,1
320,46790,219,3364.02,4/13/2024 0:06,1
321,49385,246,2216.43,6/20/2024 0:06,1
323,26359,57,760.71,3/21/2024 0:06,1
324,49911,253,1690.79,6/6/2024 0:06,1
325,20437,182,3139.61,6/25/2024 0:06,1
326,5332,214,4181.05,5/22/2024 0:06,1
327,20754,7,864.26,1/22/2024 0:06,1
328,8913,233,2127.84,2/28/2024 0:06,1
329,13767,173,3682.86,5/14/2024 0:06,1
330,48855,130,2403.43,1/12/2024 0:06,1
331,1881,22,657.71,3/12/2024 0:06,1
332,8502,82,1974.57,2/11/2024 0:06,1
333,29707,138,1469.73,3/7/2024 0:06,1
334,20714,21,1965.13,1/15/2024 0:06,1
335,41304,289,2632.1,6/29/2024 0:06,1
336,29932,49,4197.97,1/25/2024 0:06,1
337,4719,174,1658.32,5/29/2024 0:06,1
338,11437,88,662.8,4/21/2024 0:06,1
339,9512,184,1237.41,1/4/2024 0:06,1
340,272,297,3374.16,4/13/2024 0:06,1
341,28713,218,2492.68,1/16/2024 0:06,1
342,4593,90,1404.64,2/15/2024 0:06,1
343,41917,185,4414.73,2/7/2024 0:06,1
344,20472,196,3095.72,2/29/2024 0:06,1
345,48882,10,2186.22,5/23/2024 0:06,1
346,811,159,3452.12,1/3/2024 0:06,1
347,33206,249,3538,3/29/2024 0:06,1
348,13364,197,3001.95,2/3/2024 0:06,1
349,4326,245,494.4,2/16/2024 0:06,1
351,4366,163,3048.78,5/11/2024 0:06,1
352,32160,65,1502.77,2/27/2024 0:06,1
353,28682,168,1531.61,4/24/2024 0:06,1
354,29405,274,4391.29,6/13/2024 0:06,1
355,41189,289,3126.76,6/20/2024 0:06,1
356,21628,282,3165.63,2/29/2024 0:06,1
357,21941,13,4490.75,2/19/2024 0:06,1
358,10901,202,5056.06,5/22/2024 0:06,1
359,6560,8,1034.31,2/24/2024 0:06,1
360,18570,277,352.96,4/21/2024 0:06,1
362,20345,34,3388.5,4/5/2024 0:06,1
363,34154,42,4501.66,6/24/2024 0:06,1
364,48341,150,506.38,5/6/2024 0:06,1
365,24559,124,1300.64,3/4/2024 0:06,1
366,12022,250,994.61,3/7/2024 0:06,1
367,37533,203,4120.31,3/27/2024 0:06,1
368,5508,46,3568.57,3/29/2024 0:06,1
369,18777,36,3739.79,1/8/2024 0:06,1
370,1367,41,2946.86,2/2/2024 0:06,1
371,49154,186,2803.55,4/23/2024 0:06,1
372,41235,122,3861.22,2/26/2024 0:06,1
373,16700,65,1388.05,2/23/2024 0:06,1
374,20430,192,4949.7,2/28/2024 0:06,1
375,42011,252,4368.03,1/24/2024 0:06,1
376,10245,158,3332.23,6/27/2024 0:06,1
377,4248,18,4513.36,4/18/2024 0:06,1
378,36855,157,2829.24,3/4/2024 0:06,1
379,44319,52,410.83,4/2/2024 0:06,1
380,42962,207,1324.56,5/19/2024 0:06,1
381,36394,283,1441.33,4/7/2024 0:06,1
382,30503,113,4576.19,2/28/2024 0:06,1
383,46647,245,472.24,6/15/2024 0:06,1
384,1298,113,4659.16,1/28/2024 0:06,1
385,22320,48,4119.88,5/6/2024 0:06,1
386,23158,48,4269.28,6/29/2024 0:06,1
387,6990,152,3758.28,6/16/2024 0:06,1
388,34592,288,4178.47,4/21/2024 0:06,1
389,13899,150,449.1,2/21/2024 0:06,1
390,6855,266,2041.21,4/25/2024 0:06,1
391,5541,132,3202.67,4/24/2024 0:06,1
392,25572,78,3350.61,4/2/2024 0:06,1
393,23794,135,1148.03,1/7/2024 0:06,1
394,18065,65,1523.44,6/5/2024 0:06,1
395,48913,178,2974.21,6/15/2024 0:06,1
396,33569,7,836.25,6/7/2024 0:06,1
397,32150,54,1487.59,1/17/2024 0:06,1
398,41491,31,309.14,6/7/2024 0:06,1
399,21137,176,3562.66,4/13/2024 0:06,1
400,10347,123,3983.05,1/27/2024 0:06,1
401,2428,282,3293.08,1/12/2024 0:06,1
402,30786,279,3341.35,5/23/2024 0:06,1
403,25127,14,4862.18,4/20/2024 0:06,1
404,19057,50,2266.77,3/13/2024 0:06,1
405,447,99,1553.94,6/23/2024 0:06,1
406,24208,266,2242.71,6/20/2024 0:06,1
407,19154,157,2951.64,4/23/2024 0:06,1
408,12158,71,3033.42,6/3/2024 0:06,1
409,30591,188,2748.22,6/5/2024 0:06,1
410,1157,226,5011.24,3/15/2024 0:06,1
411,42773,112,3234.13,5/8/2024 0:06,1
412,31367,176,3404.06,3/7/2024 0:06,1
413,21202,286,2564.62,5/24/2024 0:06,1
414,6716,179,578.82,3/11/2024 0:06,1
415,21112,59,3756.73,6/13/2024 0:06,1
416,8495,244,1903.87,2/1/2024 0:06,1
417,30880,247,4187.99,5/24/2024 0:06,1
418,35064,171,2965.59,1/11/2024 0:06,1
419,10843,146,4726.47,6/9/2024 0:06,1
420,33264,293,4571.98,1/29/2024 0:06,1
421,13616,11,3917.14,1/8/2024 0:06,1
422,15174,92,1483.54,2/13/2024 0:06,1
423,2942,267,3549.77,5/6/2024 0:06,1
424,12916,267,3754.59,5/6/2024 0:06,1
425,21371,34,3464.08,2/4/2024 0:06,1
426,25299,230,1234.92,4/22/2024 0:06,1
427,27328,249,3462.19,5/28/2024 0:06,1
428,9141,179,572.72,5/22/2024 0:06,1
429,4624,32,1909.27,6/21/2024 0:06,1
430,12526,119,1179.05,6/29/2024 0:06,1
431,18672,283,1504.39,6/12/2024 0:06,1
432,39586,59,3577.19,5/9/2024 0:06,1
433,38292,281,2324.26,3/10/2024 0:06,1
434,44803,9,2745.13,1/9/2024 0:06,1
435,7439,271,2174.41,1/12/2024 0:06,1
436,25504,171,2914.02,2/6/2024 0:06,1
437,25030,246,2348.88,3/13/2024 0:06,1
438,15547,183,2486.07,1/31/2024 0:06,1
439,46584,130,2407.9,6/21/2024 0:06,1
440,34836,32,1632.02,3/27/2024 0:06,1
441,49919,190,2189.88,3/8/2024 0:06,1
442,9913,100,3366.24,3/11/2024 0:06,1
443,23708,119,1225.74,4/28/2024 0:06,1
444,4081,163,3154.56,1/4/2024 0:06,1
445,3054,23,1130.86,3/18/2024 0:06,1
446,16713,195,333.09,4/16/2024 0:06,1
447,21327,197,2716.61,1/9/2024 0:06,1
448,34298,130,2208.62,4/8/2024 0:06,1
449,4957,48,4459.28,2/12/2024 0:06,1
450,27906,174,1677.39,6/13/2024 0:06,1
451,42711,10,2175.98,3/16/2024 0:06,1
452,43003,217,1194.58,4/2/2024 0:06,1
453,39159,20,3468.65,4/17/2024 0:06,1
454,33624,125,4860.81,5/3/2024 0:06,1
455,36009,69,3711,4/11/2024 0:06,1
456,33808,293,4794.33,6/23/2024 0:06,1
457,40318,192,4324.87,4/27/2024 0:06,1
458,38563,161,3446.82,4/7/2024 0:06,1
460,26161,33,3335.67,2/2/2024 0:06,1
461,6458,196,2811.68,4/15/2024 0:06,1
462,35316,262,4874.45,5/2/2024 0:06,1
463,6348,286,2444.73,2/14/2024 0:06,1
464,25063,231,2008,5/21/2024 0:06,1
465,32773,14,4485.87,1/29/2024 0:06,1
466,11684,114,1439.4,5/8/2024 0:06,1
467,5719,123,4396.71,4/8/2024 0:06,1
468,40553,47,3604.31,3/9/2024 0:06,1
469,31538,274,3744.65,1/3/2024 0:06,1
470,22918,181,2880.85,2/19/2024 0:06,1
471,16325,287,2776.14,4/7/2024 0:06,1
472,14560,107,1557.29,1/29/2024 0:06,1
473,43052,230,1230.17,1/9/2024 0:06,1
474,48967,287,2741.1,5/14/2024 0:06,1
475,44229,286,2412.77,3/26/2024 0:06,1
476,25125,182,2774.79,4/20/2024 0:06,1
477,38398,293,4723.48,4/20/2024 0:06,1
478,13982,244,2105.37,6/13/2024 0:06,1
479,9120,294,1980.11,1/18/2024 0:06,1
480,35112,58,4527.25,2/16/2024 0:06,1
481,15678,1,1567.49,1/2/2024 0:06,1
482,2501,45,4276.87,4/26/2024 0:06,1
483,38836,83,3071.61,6/22/2024 0:06,1
484,8147,70,1245.96,5/13/2024 0:06,1
485,49637,33,3376.13,3/20/2024 0:06,1
486,16667,191,2116.8,5/5/2024 0:06,1
487,8333,140,3512.25,4/12/2024 0:06,1
488,539,265,1930.45,6/16/2024 0:06,1
489,11074,45,3768.84,4/3/2024 0:06,1
490,15637,186,3215.6,2/1/2024 0:06,1
491,9737,278,3681.84,2/7/2024 0:06,1
492,17794,296,3535.78,6/10/2024 0:06,1
493,44575,207,1183.69,6/3/2024 0:06,1
494,48226,221,5073.39,4/21/2024 0:06,1
495,17384,205,2538.65,4/29/2024 0:06,1
496,16632,94,3028.38,2/2/2024 0:06,1
497,48810,211,552.68,3/31/2024 0:06,1
498,10858,170,4667.35,3/28/2024 0:06,1
499,19423,79,3100.94,5/29/2024 0:06,1
500,29189,258,4499.28,5/16/2024 0:06,1
501,1352,192,4447.08,4/13/2024 0:06,1
502,37316,231,1898.35,2/19/2024 0:06,1
503,28455,262,4972.36,5/9/2024 0:06,1
504,5991,48,4579.16,4/26/2024 0:06,1
505,48980,289,2698.6,4/12/2024 0:06,1
506,32682,118,884.94,3/20/2024 0:06,1
507,16964,285,1689.1,1/19/2024 0:06,1
508,42250,266,2187.61,6/14/2024 0:06,1
509,34289,241,429.86,5/17/2024 0:06,1
510,25405,129,4720.45,4/30/2024 0:06,1
511,47049,275,1215.98,4/17/2024 0:06,1
512,43272,216,351.69,5/1/2024 0:06,1
513,36993,177,2878.04,4/16/2024 0:06,1
514,28706,191,2173.34,4/13/2024 0:06,1
515,42419,243,3339.72,1/22/2024 0:06,1
516,30132,25,4211.73,5/19/2024 0:06,1
517,13796,293,4416.23,2/16/2024 0:06,1
518,22892,13,4456.45,1/17/2024 0:06,1
520,22206,296,3497.15,5/28/2024 0:06,1
521,48948,2,1412.24,1/5/2024 0:06,1
522,18023,136,454.95,2/25/2024 0:06,1
523,21339,42,4374.01,3/21/2024 0:06,1
524,2717,45,4202.04,1/23/2024 0:06,1
525,38602,105,1543.01,5/8/2024 0:06,1
526,15851,158,3479.34,1/5/2024 0:06,1
527,8096,112,3518.92,1/23/2024 0:06,1
528,29607,243,3121.31,3/17/2024 0:06,1
529,42189,95,4115.67,4/8/2024 0:06,1
530,48230,92,1491.81,4/15/2024 0:06,1
531,40901,54,1602.26,4/24/2024 0:06,1
532,5756,289,2957.51,5/20/2024 0:06,1
533,29912,26,3521.86,1/11/2024 0:06,1
534,48984,131,1777.06,5/8/2024 0:06,1
535,18177,257,4146.04,5/30/2024 0:06,1
536,23486,64,3145.35,1/2/2024 0:06,1
537,7270,241,429.28,2/28/2024 0:06,1
538,26127,110,3888.68,2/4/2024 0:06,1
539,14568,227,3955.35,6/3/2024 0:06,1
540,7517,17,3027.91,6/11/2024 0:06,1
541,37577,237,3785.03,4/4/2024 0:06,1
542,17701,246,2111.82,3/10/2024 0:06,1
543,235,271,2002.62,6/17/2024 0:06,1
544,15611,298,3644.63,3/20/2024 0:06,1
545,31292,90,1473.59,6/23/2024 0:06,1
546,13985,291,4884.04,3/11/2024 0:06,1
547,27455,193,1932.41,3/10/2024 0:06,1
548,28313,197,2721.9,3/9/2024 0:06,1
549,20805,6,2727.93,3/25/2024 0:06,1
550,22419,194,2887.85,4/5/2024 0:06,1
551,4440,9,2677.53,3/30/2024 0:06,1
552,46819,286,2677.88,6/1/2024 0:06,1
553,16987,292,1033.25,4/17/2024 0:06,1
554,42290,133,1525.88,2/27/2024 0:06,1
555,129,85,1723.83,5/29/2024 0:06,1
556,8663,125,4568.29,3/28/2024 0:06,1
557,10367,173,4062.37,6/20/2024 0:06,1
558,5630,61,1904.74,6/5/2024 0:06,1
559,6312,216,369.91,5/31/2024 0:06,1
560,43727,139,3046.65,6/15/2024 0:06,1
561,705,144,1384.15,3/20/2024 0:06,1
562,38174,207,1241.64,1/27/2024 0:06,1
563,46147,90,1230.63,5/31/2024 0:06,1
564,21452,124,1541.31,4/29/2024 0:06,1
565,19685,44,608.22,4/2/2024 0:06,1
566,10131,96,2369.84,1/3/2024 0:06,1
567,24504,258,4464.21,6/18/2024 0:06,1
568,9089,3,3596.17,2/8/2024 0:06,1
569,2351,53,995.41,3/24/2024 0:06,1
570,31833,82,1950.23,4/10/2024 0:06,1
571,22661,35,559.61,5/28/2024 0:06,1
572,23213,20,3489.78,4/18/2024 0:06,1
