customer_id,signup_date,device_type,traffic_source
100,3/17/2024,desktop,"ads"
101,2/13/2024,mobile,"ads"
102,1/21/2024,mobile,"referral"
103,1/31/2024,desktop,"organic"
104,2/6/2024,desktop,"ads"
105,4/13/2024,mobile,"organic"
106,1/8/2024,mobile,"referral"
107,2/15/2024,mobile,"referral"
108,2/27/2024,desktop,"organic"
109,4/6/2024,mobile,"referral"
110,1/14/2024,mobile,"organic"
111,1/11/2024,desktop,"referral"
112,1/24/2024,mobile,"ads"
113,5/4/2024,desktop,"organic"
114,3/22/2024,desktop,"referral"
115,5/15/2024,mobile,"organic"
116,5/1/2024,mobile,"ads"
117,6/1/2024,mobile,"organic"
118,5/28/2024,mobile,"organic"
119,6/9/2024,desktop,"ads"
120,5/20/2024,mobile,"ads"
121,4/4/2024,desktop,"organic"
122,3/1/2024,mobile,"referral"
123,6/1/2024,mobile,"ads"
124,3/23/2024,desktop,"organic"
125,4/25/2024,mobile,"organic"
126,4/7/2024,desktop,"organic"
127,5/10/2024,mobile,"ads"
128,4/13/2024,desktop,"referral"
129,4/8/2024,mobile,"ads"
130,1/11/2024,mobile,"referral"
131,4/6/2024,mobile,"organic"
132,3/23/2024,mobile,"organic"
133,3/12/2024,mobile,"organic"
134,6/25/2024,mobile,"ads"
135,2/24/2024,desktop,"organic"
136,1/16/2024,desktop,"ads"
137,5/13/2024,mobile,"ads"
138,5/25/2024,desktop,"referral"
139,6/19/2024,mobile,"organic"
140,1/21/2024,desktop,"organic"
141,4/28/2024,mobile,"referral"
142,6/25/2024,mobile,"organic"
143,1/23/2024,desktop,"ads"
144,5/21/2024,mobile,"ads"
145,4/24/2024,desktop,"organic"
146,4/7/2024,desktop,"organic"
147,3/25/2024,mobile,"ads"
148,1/11/2024,desktop,"referral"
149,4/6/2024,mobile,"ads"
150,3/2/2024,mobile,"organic"
151,2/26/2024,desktop,"organic"
152,5/29/2024,desktop,"organic"
153,4/6/2024,mobile,"ads"
154,1/26/2024,desktop,"organic"
155,5/22/2024,desktop,"ads"
156,5/21/2024,mobile,"ads"
157,4/26/2024,mobile,"ads"
158,2/13/2024,desktop,"ads"
159,5/14/2024,mobile,"organic"
160,5/23/2024,desktop,"ads"
161,1/25/2024,mobile,"organic"
162,5/17/2024,mobile,"organic"
163,2/23/2024,desktop,"organic"
164,3/10/2024,mobile,"organic"
165,6/13/2024,mobile,"ads"
166,4/11/2024,desktop,"referral"
167,1/22/2024,desktop,"ads"
168,2/10/2024,mobile,"ads"
169,3/18/2024,mobile,"ads"
170,6/26/2024,mobile,"ads"
171,4/23/2024,mobile,"ads"
172,2/17/2024,mobile,"organic"
173,6/17/2024,mobile,"ads"
174,2/15/2024,desktop,"organic"
175,3/28/2024,mobile,"ads"
176,5/24/2024,mobile,"organic"
177,6/5/2024,desktop,"organic"
178,2/15/2024,mobile,"ads"
179,4/26/2024,desktop,"organic"
180,3/7/2024,mobile,"ads"
181,2/16/2024,mobile,"organic"
182,5/8/2024,desktop,"ads"
183,6/6/2024,mobile,"organic"
184,3/4/2024,desktop,"ads"
185,3/16/2024,desktop,unknown
186,2/5/2024,mobile,"referral"
187,2/3/2024,mobile,"organic"
188,5/10/2024,mobile,"organic"
189,3/24/2024,mobile,"organic"
190,2/18/2024,mobile,"organic"
191,2/24/2024,mobile,"ads"
192,2/2/2024,mobile,"organic"
193,6/5/2024,desktop,"ads"
194,2/25/2024,mobile,"organic"
195,2/1/2024,mobile,"organic"
196,1/29/2024,desktop,"ads"
197,3/15/2024,desktop,"organic"
198,5/16/2024,desktop,"ads"
199,4/19/2024,desktop,"organic"
200,4/9/2024,mobile,"organic"
201,2/2/2024,mobile,"ads"
202,1/9/2024,desktop,"ads"
203,3/25/2024,desktop,"organic"
204,2/20/2024,mobile,"organic"
205,3/20/2024,mobile,"organic"
206,6/18/2024,mobile,"organic"
207,3/5/2024,desktop,"ads"
208,4/18/2024,mobile,"referral"
209,1/25/2024,desktop,"ads"
210,4/23/2024,mobile,"organic"
211,1/21/2024,desktop,"referral"
212,2/14/2024,mobile,"ads"
213,1/16/2024,mobile,"organic"
214,6/7/2024,mobile,"organic"
215,5/22/2024,mobile,"organic"
216,1/20/2024,desktop,"organic"
217,6/3/2024,desktop,"organic"
218,3/27/2024,mobile,"ads"
219,5/15/2024,mobile,"organic"
220,2/23/2024,desktop,unknown
221,6/24/2024,mobile,"organic"
222,4/20/2024,mobile,"ads"
223,2/4/2024,desktop,"ads"
224,4/10/2024,desktop,"referral"
225,2/2/2024,desktop,"referral"
226,5/27/2024,desktop,"ads"
227,1/25/2024,mobile,"organic"
228,4/4/2024,mobile,unknown
229,6/15/2024,mobile,"organic"
230,6/24/2024,mobile,"organic"
231,5/13/2024,mobile,"organic"
232,3/20/2024,mobile,"referral"
233,3/4/2024,desktop,"organic"
234,4/23/2024,mobile,"ads"
235,3/28/2024,desktop,"ads"
236,6/9/2024,mobile,"ads"
237,2/12/2024,desktop,"organic"
238,6/7/2024,mobile,"organic"
239,5/25/2024,mobile,"organic"
240,3/9/2024,mobile,"organic"
241,3/5/2024,mobile,"organic"
242,5/25/2024,mobile,"organic"
243,6/16/2024,mobile,"organic"
244,6/12/2024,mobile,"referral"
245,6/5/2024,desktop,"referral"
246,5/30/2024,mobile,"organic"
247,2/8/2024,mobile,"organic"
248,6/18/2024,mobile,"ads"
249,3/11/2024,desktop,"organic"
250,6/2/2024,mobile,"ads"
251,2/18/2024,desktop,"ads"
252,6/27/2024,mobile,"organic"
253,2/14/2024,desktop,"organic"
254,4/15/2024,mobile,"organic"
255,1/1/2024,mobile,"organic"
256,3/27/2024,mobile,"ads"
257,1/17/2024,desktop,"ads"
258,1/20/2024,desktop,"organic"
259,1/10/2024,mobile,"organic"
260,4/22/2024,desktop,"organic"
261,2/21/2024,mobile,"referral"
262,4/21/2024,desktop,"ads"
263,5/18/2024,mobile,"organic"
264,5/3/2024,mobile,"referral"
265,3/9/2024,mobile,"ads"
266,5/31/2024,mobile,"organic"
267,1/15/2024,mobile,"referral"
268,1/22/2024,mobile,"ads"
269,6/23/2024,mobile,"ads"
270,5/4/2024,mobile,"organic"
271,5/11/2024,mobile,"organic"
272,3/29/2024,desktop,"referral"
273,6/23/2024,mobile,"referral"
274,2/24/2024,mobile,"ads"
275,3/12/2024,desktop,"organic"
276,1/15/2024,mobile,"ads"
277,5/23/2024,desktop,"organic"
278,6/2/2024,desktop,"organic"
279,2/23/2024,mobile,"organic"
280,4/24/2024,mobile,"ads"
281,6/6/2024,desktop,"ads"
282,2/14/2024,mobile,"ads"
283,2/7/2024,mobile,"organic"
284,5/30/2024,desktop,"ads"
285,3/17/2024,mobile,"organic"
286,1/13/2024,mobile,"organic"
287,4/30/2024,mobile,"ads"
288,2/29/2024,desktop,"organic"
289,6/3/2024,mobile,"ads"
290,6/16/2024,mobile,"referral"
291,5/5/2024,mobile,"referral"
292,2/13/2024,mobile,"ads"
293,4/24/2024,desktop,"organic"
294,2/8/2024,desktop,"ads"
295,4/1/2024,mobile,"organic"
296,4/22/2024,mobile,"ads"
297,3/10/2024,desktop,"organic"
298,6/10/2024,desktop,"referral"
299,6/20/2024,mobile,"organic"
300,6/3/2024,mobile,"organic"
301,3/14/2024,mobile,"organic"
302,2/22/2024,mobile,"organic"
303,3/30/2024,mobile,"organic"
304,1/28/2024,desktop,"organic"
305,2/13/2024,mobile,"ads"
306,1/2/2024,mobile,"ads"
307,3/23/2024,mobile,"ads"
308,5/7/2024,desktop,"organic"
309,4/4/2024,mobile,unknown
310,6/3/2024,desktop,"organic"
311,3/25/2024,mobile,"organic"
312,1/31/2024,mobile,"ads"
313,4/13/2024,mobile,"organic"
314,3/5/2024,mobile,"ads"
315,5/30/2024,desktop,"ads"
316,4/8/2024,mobile,"referral"
317,2/22/2024,mobile,"referral"
318,5/11/2024,desktop,"organic"
319,3/11/2024,mobile,"organic"
320,5/20/2024,mobile,"organic"
321,2/9/2024,desktop,"ads"
322,3/24/2024,mobile,"ads"
323,6/25/2024,mobile,"organic"
324,3/2/2024,mobile,"organic"
325,1/14/2024,desktop,"organic"
326,6/13/2024,mobile,"ads"
327,1/24/2024,mobile,"organic"
328,5/30/2024,mobile,"ads"
329,5/2/2024,mobile,"organic"
330,4/5/2024,mobile,"organic"
331,2/23/2024,mobile,"organic"
332,5/17/2024,desktop,"referral"
333,6/18/2024,mobile,"ads"
334,3/29/2024,desktop,"ads"
335,4/19/2024,mobile,"ads"
336,3/23/2024,mobile,"organic"
337,4/16/2024,mobile,"organic"
338,5/19/2024,desktop,"ads"
339,4/15/2024,desktop,"organic"
340,2/6/2024,mobile,"ads"
341,4/22/2024,mobile,"ads"
342,5/24/2024,desktop,"referral"
343,6/7/2024,desktop,"referral"
344,4/25/2024,mobile,"organic"
345,4/16/2024,mobile,"ads"
346,2/5/2024,mobile,"ads"
347,6/18/2024,desktop,"ads"
348,3/22/2024,mobile,"organic"
349,1/3/2024,mobile,"organic"
350,4/3/2024,desktop,"ads"
351,6/13/2024,desktop,"organic"
352,4/19/2024,desktop,"organic"
353,2/16/2024,mobile,"referral"
354,3/21/2024,mobile,"referral"
355,1/28/2024,mobile,"organic"
356,3/13/2024,mobile,"organic"
357,1/29/2024,mobile,"organic"
358,5/10/2024,mobile,"referral"
359,5/21/2024,mobile,"organic"
360,6/18/2024,mobile,"ads"
361,5/1/2024,mobile,"organic"
362,2/6/2024,mobile,"organic"
363,6/17/2024,mobile,"organic"
364,1/19/2024,mobile,"organic"
365,6/15/2024,mobile,"organic"
366,3/4/2024,mobile,"ads"
367,2/16/2024,desktop,"organic"
368,4/14/2024,desktop,"organic"
369,4/22/2024,mobile,"ads"
370,4/11/2024,mobile,"organic"
371,1/3/2024,desktop,"referral"
372,4/8/2024,mobile,"ads"
373,1/29/2024,mobile,"ads"
374,6/19/2024,desktop,"organic"
375,1/27/2024,mobile,"organic"
376,5/29/2024,mobile,"organic"
377,2/28/2024,mobile,"organic"
378,5/7/2024,mobile,"ads"
379,5/24/2024,mobile,"organic"
380,2/7/2024,desktop,"ads"
381,1/12/2024,mobile,"organic"
382,5/30/2024,desktop,"ads"
383,1/7/2024,mobile,"organic"
384,4/6/2024,desktop,"organic"
385,5/22/2024,mobile,"ads"
386,4/10/2024,mobile,"organic"
387,3/28/2024,mobile,"organic"
388,6/12/2024,desktop,"ads"
389,5/3/2024,desktop,"organic"
390,2/2/2024,desktop,"organic"
391,4/20/2024,desktop,"organic"
392,4/1/2024,desktop,"organic"
393,6/26/2024,desktop,"organic"
394,5/2/2024,mobile,"organic"
395,5/8/2024,desktop,"referral"
396,5/30/2024,desktop,"ads"
397,4/7/2024,mobile,"ads"
398,6/13/2024,mobile,"organic"
399,5/26/2024,mobile,"organic"
400,1/28/2024,desktop,"organic"
401,6/5/2024,mobile,"organic"
402,2/22/2024,mobile,"ads"
403,4/12/2024,mobile,"ads"
404,5/1/2024,desktop,"organic"
405,2/20/2024,desktop,"referral"
406,2/16/2024,mobile,"ads"
407,1/8/2024,desktop,"ads"
408,1/17/2024,mobile,"referral"
409,6/6/2024,mobile,"referral"
410,5/19/2024,mobile,"ads"
411,1/15/2024,mobile,"organic"
412,4/14/2024,desktop,"organic"
413,1/31/2024,mobile,"organic"
414,5/16/2024,desktop,"referral"
415,6/17/2024,mobile,"ads"
416,6/25/2024,desktop,"referral"
417,6/7/2024,desktop,"organic"
418,5/31/2024,mobile,"organic"
419,5/20/2024,mobile,"organic"
420,5/25/2024,mobile,"organic"
421,6/10/2024,desktop,"ads"
422,1/11/2024,desktop,"ads"
423,1/29/2024,desktop,"organic"
424,5/13/2024,mobile,"ads"
425,3/22/2024,desktop,"organic"
426,5/13/2024,mobile,"ads"
427,5/1/2024,mobile,"referral"
428,2/12/2024,mobile,"ads"
429,3/27/2024,mobile,"organic"
430,2/27/2024,desktop,"ads"
431,2/26/2024,mobile,"organic"
432,3/19/2024,desktop,"ads"
433,3/28/2024,mobile,unknown
434,4/27/2024,mobile,"ads"
435,5/18/2024,mobile,"referral"
436,2/18/2024,mobile,"ads"
437,1/20/2024,mobile,"organic"
438,5/20/2024,mobile,"referral"
439,6/2/2024,desktop,"ads"
440,3/18/2024,desktop,"ads"
441,1/17/2024,mobile,"organic"
442,1/5/2024,mobile,"organic"
443,4/28/2024,desktop,unknown
444,6/4/2024,mobile,"ads"
445,6/27/2024,mobile,"organic"
446,3/9/2024,mobile,"ads"
447,5/11/2024,mobile,"organic"
448,1/13/2024,mobile,"ads"
449,5/10/2024,mobile,"organic"
450,3/17/2024,desktop,"ads"
451,4/6/2024,mobile,"referral"
452,4/6/2024,mobile,"ads"
453,3/2/2024,desktop,"organic"
454,5/23/2024,mobile,"organic"
455,4/10/2024,mobile,"ads"
456,3/15/2024,mobile,"ads"
457,5/20/2024,mobile,"organic"
458,5/26/2024,desktop,"organic"
459,6/7/2024,desktop,"ads"
460,5/13/2024,desktop,"organic"
461,5/24/2024,mobile,"organic"
462,4/5/2024,mobile,"organic"
463,4/6/2024,desktop,"ads"
464,6/20/2024,mobile,"organic"
465,2/1/2024,desktop,"ads"
466,4/9/2024,desktop,"ads"
467,2/14/2024,desktop,"organic"
468,1/25/2024,mobile,"organic"
469,3/20/2024,desktop,"referral"
470,1/22/2024,mobile,"referral"
471,5/27/2024,desktop,"organic"
472,3/18/2024,desktop,"organic"
473,2/3/2024,desktop,"organic"
474,1/5/2024,mobile,"referral"
475,2/9/2024,mobile,"organic"
476,5/4/2024,mobile,unknown
477,3/8/2024,mobile,"organic"
478,6/11/2024,desktop,"ads"
479,6/11/2024,desktop,"referral"
480,2/12/2024,mobile,"referral"
481,3/19/2024,desktop,"ads"
482,4/12/2024,mobile,"organic"
483,2/8/2024,mobile,"referral"
484,5/2/2024,desktop,"organic"
485,6/25/2024,mobile,"ads"
486,5/2/2024,desktop,"organic"
487,1/6/2024,mobile,"organic"
488,5/16/2024,mobile,"referral"
489,2/10/2024,mobile,"ads"
490,1/6/2024,mobile,"organic"
491,1/8/2024,desktop,"organic"
492,2/7/2024,mobile,"ads"
493,4/15/2024,desktop,"referral"
494,3/19/2024,mobile,"ads"
495,2/3/2024,mobile,"referral"
496,1/28/2024,mobile,unknown
497,6/28/2024,mobile,"organic"
498,3/18/2024,mobile,"ads"
499,1/31/2024,mobile,"organic"
500,6/20/2024,desktop,"referral"
501,6/23/2024,mobile,"ads"
502,1/10/2024,mobile,"organic"
503,3/8/2024,desktop,"organic"
504,1/4/2024,mobile,"organic"
505,2/24/2024,mobile,"organic"
506,4/7/2024,desktop,unknown
507,3/21/2024,mobile,"organic"
508,1/29/2024,mobile,"referral"
509,6/14/2024,desktop,"organic"
510,6/14/2024,desktop,"organic"
511,5/26/2024,mobile,"ads"
512,3/19/2024,desktop,"ads"
513,4/13/2024,mobile,"referral"
514,2/22/2024,desktop,"ads"
515,5/18/2024,mobile,"organic"
516,6/9/2024,mobile,"organic"
517,2/16/2024,mobile,"organic"
518,3/4/2024,mobile,"organic"
519,5/3/2024,mobile,"organic"
520,5/26/2024,mobile,"ads"
521,6/13/2024,mobile,"organic"
522,6/6/2024,desktop,"organic"
523,2/9/2024,mobile,"referral"
524,1/29/2024,mobile,"organic"
525,2/24/2024,mobile,"referral"
526,1/30/2024,mobile,"referral"
527,4/13/2024,mobile,"organic"
528,3/31/2024,mobile,"ads"
529,6/4/2024,desktop,"ads"
530,4/16/2024,desktop,unknown
531,5/20/2024,mobile,"ads"
532,5/25/2024,desktop,"ads"
533,3/12/2024,desktop,"organic"
534,4/1/2024,desktop,"ads"
535,5/15/2024,desktop,"ads"
536,5/4/2024,desktop,"ads"
537,2/21/2024,mobile,"organic"
538,6/9/2024,mobile,"ads"
539,3/3/2024,desktop,"referral"
540,4/12/2024,desktop,"organic"
541,6/28/2024,mobile,"ads"
542,4/6/2024,desktop,"referral"
543,1/31/2024,mobile,"referral"
544,5/30/2024,mobile,"referral"
545,1/6/2024,mobile,"referral"
546,4/5/2024,mobile,"referral"
547,4/15/2024,desktop,"referral"
548,5/30/2024,mobile,"ads"
549,4/26/2024,mobile,"organic"
550,4/19/2024,desktop,"ads"
551,1/23/2024,mobile,"organic"
552,5/26/2024,mobile,"ads"
553,1/30/2024,desktop,"organic"
554,1/19/2024,mobile,"organic"
555,2/22/2024,mobile,"organic"
556,5/2/2024,mobile,"ads"
557,2/1/2024,mobile,unknown
558,2/19/2024,mobile,"ads"
559,5/1/2024,desktop,"organic"
560,6/22/2024,mobile,"ads"
561,6/28/2024,desktop,"referral"
562,3/27/2024,mobile,"ads"
563,1/16/2024,mobile,"referral"
564,6/25/2024,desktop,"organic"
565,6/5/2024,mobile,"ads"
566,1/28/2024,mobile,"organic"
567,2/13/2024,mobile,"referral"
568,5/27/2024,mobile,"organic"
569,3/20/2024,desktop,"organic"
570,3/11/2024,desktop,"organic"
571,3/29/2024,desktop,"organic"
572,1/12/2024,desktop,"organic"
573,4/3/2024,mobile,"ads"
574,1/16/2024,desktop,"ads"
575,6/28/2024,desktop,"ads"
576,3/27/2024,mobile,"ads"
577,2/15/2024,desktop,"organic"
578,4/25/2024,desktop,"organic"
579,6/19/2024,mobile,"organic"
580,5/30/2024,mobile,"organic"
581,4/19/2024,desktop,"organic"
582,4/13/2024,desktop,"organic"
583,6/17/2024,mobile,"organic"
584,6/21/2024,mobile,"referral"
585,5/24/2024,mobile,"organic"
586,1/18/2024,mobile,"ads"
587,4/17/2024,mobile,"organic"
588,3/29/2024,desktop,"organic"
589,5/8/2024,mobile,"organic"
590,4/7/2024,desktop,"organic"
591,3/23/2024,mobile,"ads"
592,4/29/2024,mobile,"organic"
593,1/15/2024,mobile,"organic"
594,6/13/2024,desktop,"referral"
595,1/27/2024,desktop,"ads"
596,6/9/2024,mobile,"ads"
597,5/9/2024,desktop,"ads"
598,6/25/2024,desktop,"organic"
599,3/29/2024,mobile,"organic"
600,1/23/2024,mobile,"organic"
601,2/4/2024,mobile,"organic"
602,4/4/2024,mobile,"organic"
603,1/22/2024,desktop,"ads"
604,6/25/2024,desktop,unknown
605,4/28/2024,desktop,"organic"
606,5/26/2024,desktop,"ads"
607,4/7/2024,mobile,"referral"
608,5/19/2024,mobile,"ads"
609,5/19/2024,mobile,"organic"
610,5/1/2024,mobile,"organic"
611,3/17/2024,desktop,unknown
612,3/9/2024,mobile,"organic"
613,6/22/2024,desktop,"organic"
614,3/30/2024,mobile,"referral"
615,2/10/2024,desktop,"ads"
616,1/8/2024,mobile,"organic"
617,1/8/2024,mobile,"organic"
618,2/3/2024,mobile,"organic"
619,2/28/2024,mobile,"organic"
620,1/8/2024,mobile,"ads"
621,6/11/2024,mobile,"referral"
622,5/12/2024,desktop,"ads"
623,5/13/2024,mobile,"organic"
624,4/28/2024,mobile,"organic"
625,4/13/2024,desktop,"referral"
626,6/27/2024,mobile,"organic"
627,3/17/2024,mobile,"organic"
628,6/22/2024,mobile,"organic"
629,4/6/2024,desktop,"ads"
630,5/29/2024,mobile,"organic"
631,4/24/2024,mobile,"organic"
632,5/5/2024,desktop,"referral"
633,4/2/2024,mobile,"ads"
634,3/12/2024,mobile,"ads"
635,6/2/2024,desktop,"referral"
636,4/7/2024,desktop,"referral"
637,1/2/2024,desktop,"ads"
638,1/14/2024,mobile,"organic"
639,4/26/2024,desktop,"ads"
640,2/8/2024,mobile,"ads"
641,6/4/2024,mobile,"ads"
642,6/15/2024,mobile,"ads"
643,6/10/2024,mobile,"organic"
644,1/2/2024,mobile,"organic"
645,6/8/2024,desktop,"organic"
646,4/23/2024,mobile,"referral"
647,4/24/2024,desktop,"organic"
648,2/8/2024,desktop,"organic"
649,1/29/2024,mobile,"ads"
650,4/24/2024,mobile,"ads"
651,4/9/2024,mobile,"organic"
652,2/1/2024,mobile,"organic"
653,6/28/2024,mobile,"ads"
654,3/7/2024,mobile,"ads"
655,3/8/2024,desktop,"ads"
656,6/9/2024,mobile,"referral"
657,3/15/2024,desktop,"ads"
658,6/9/2024,mobile,"referral"
659,1/6/2024,mobile,"ads"
660,1/1/2024,mobile,"referral"
661,6/14/2024,desktop,unknown
662,4/20/2024,mobile,"organic"
663,3/13/2024,mobile,"ads"
664,6/20/2024,desktop,"ads"
665,4/18/2024,mobile,"organic"
666,1/25/2024,mobile,"organic"
667,5/24/2024,desktop,"organic"
668,5/5/2024,mobile,"ads"
669,4/6/2024,desktop,"organic"
670,2/11/2024,mobile,"organic"
671,6/1/2024,desktop,"organic"
672,1/22/2024,mobile,"ads"
673,6/4/2024,desktop,"ads"
674,2/16/2024,mobile,"organic"
675,2/5/2024,desktop,"organic"
676,3/3/2024,mobile,"ads"
677,3/9/2024,mobile,"organic"
678,3/3/2024,mobile,"ads"
679,5/5/2024,desktop,"organic"
680,2/2/2024,mobile,"referral"
681,2/15/2024,mobile,"ads"
682,3/29/2024,mobile,"referral"
683,4/12/2024,mobile,"organic"
684,4/25/2024,desktop,"organic"
685,6/19/2024,mobile,"organic"
686,2/27/2024,mobile,"ads"
687,6/2/2024,desktop,"organic"
688,2/2/2024,mobile,"organic"
689,4/14/2024,mobile,"ads"
690,2/3/2024,mobile,"organic"
691,5/14/2024,mobile,"ads"
692,2/21/2024,mobile,"organic"
693,2/1/2024,mobile,"organic"
694,5/15/2024,desktop,"organic"
695,5/21/2024,mobile,"referral"
696,5/7/2024,desktop,"referral"
697,5/11/2024,mobile,"organic"
698,6/5/2024,mobile,"organic"
699,5/23/2024,mobile,"organic"
700,1/30/2024,mobile,"organic"
701,3/7/2024,desktop,"ads"
702,3/2/2024,mobile,"organic"
703,4/6/2024,mobile,"ads"
704,2/28/2024,desktop,"ads"
705,6/11/2024,mobile,"ads"
706,1/31/2024,desktop,"organic"
707,4/6/2024,desktop,"organic"
708,6/26/2024,mobile,"ads"
709,2/16/2024,mobile,"organic"
710,3/24/2024,mobile,"organic"
711,2/11/2024,mobile,"organic"
712,1/21/2024,mobile,"organic"
713,2/10/2024,mobile,"referral"
714,4/30/2024,desktop,"organic"
715,4/20/2024,mobile,"organic"
716,6/27/2024,mobile,"organic"
717,5/12/2024,mobile,"organic"
718,1/10/2024,mobile,"ads"
719,5/4/2024,desktop,"ads"
720,5/8/2024,mobile,"organic"
721,5/29/2024,mobile,"organic"
722,3/15/2024,mobile,"ads"
723,5/29/2024,mobile,"organic"
724,6/10/2024,desktop,"referral"
725,4/29/2024,mobile,"ads"
726,6/15/2024,mobile,"ads"
727,2/7/2024,mobile,"organic"
728,2/13/2024,mobile,"organic"
729,4/13/2024,mobile,"organic"
730,2/3/2024,mobile,"ads"
731,4/5/2024,mobile,"organic"
732,6/18/2024,desktop,"referral"
733,3/10/2024,mobile,"ads"
734,1/24/2024,desktop,"organic"
735,4/16/2024,mobile,"ads"
736,2/9/2024,desktop,"organic"
737,2/1/2024,desktop,"ads"
738,2/7/2024,mobile,"ads"
739,2/8/2024,desktop,"organic"
740,3/28/2024,mobile,"ads"
741,6/5/2024,desktop,"referral"
742,6/13/2024,mobile,"ads"
743,3/7/2024,mobile,"organic"
744,1/11/2024,mobile,"organic"
745,5/8/2024,mobile,"organic"
746,1/17/2024,mobile,"referral"
747,1/31/2024,desktop,"organic"
748,5/11/2024,mobile,"referral"
749,4/18/2024,mobile,"organic"
750,2/23/2024,desktop,"ads"
751,5/1/2024,mobile,"ads"
752,4/28/2024,mobile,"ads"
753,2/19/2024,mobile,"organic"
754,4/17/2024,desktop,"ads"
755,6/23/2024,mobile,"organic"
756,6/4/2024,desktop,"organic"
757,6/10/2024,mobile,"ads"
758,3/13/2024,mobile,"ads"
759,3/9/2024,mobile,"organic"
760,2/9/2024,mobile,unknown
761,6/9/2024,mobile,"ads"
762,4/7/2024,desktop,"referral"
763,5/15/2024,desktop,"ads"
764,2/3/2024,mobile,"ads"
765,1/15/2024,mobile,"organic"
766,3/18/2024,mobile,"ads"
767,6/20/2024,mobile,"organic"
768,3/2/2024,mobile,"ads"
769,3/26/2024,mobile,"ads"
770,2/6/2024,desktop,"ads"
771,1/13/2024,mobile,"organic"
772,4/28/2024,desktop,"organic"
773,1/27/2024,desktop,"referral"
774,3/23/2024,mobile,"ads"
775,5/7/2024,desktop,"ads"
776,1/13/2024,mobile,"organic"
