event_id,customer_id,product_id,event_type,event_time,rn
63,1420,8,view_product,2/26/2024 0:00,1
64,17031,232,view_product,2/6/2024 0:00,1
65,17031,232,add_to_cart,2/6/2024 0:02,1
66,6456,145,view_product,5/2/2024 0:00,1
67,25954,220,view_product,2/5/2024 0:00,1
68,11734,67,view_product,2/2/2024 0:00,1
69,22118,210,view_product,3/27/2024 0:00,1
70,22118,\N,add_to_cart,3/27/2024 0:02,1
71,9487,13,view_product,1/26/2024 0:00,1
72,40981,242,view_product,2/17/2024 0:00,1
73,40981,242,add_to_cart,2/17/2024 0:02,1
74,28046,197,view_product,5/28/2024 0:00,1
75,28046,197,add_to_cart,5/28/2024 0:02,1
76,28046,197,begin_checkout,5/28/2024 0:04,1
77,27936,257,view_product,5/18/2024 0:00,1
78,27936,257,add_to_cart,5/18/2024 0:02,1
80,16988,63,add_to_cart,2/12/2024 0:02,1
81,6528,29,view_product,1/9/2024 0:00,1
82,13781,115,view_product,2/15/2024 0:00,1
83,31060,232,view_product,1/16/2024 0:00,1
85,31060,232,begin_checkout,1/16/2024 0:04,1
86,11035,28,view_product,5/26/2024 0:00,1
87,32455,70,view_product,3/20/2024 0:00,1
88,37615,37,view_product,1/17/2024 0:00,1
89,3359,90,view_product,6/3/2024 0:00,1
90,23691,61,view_product,4/2/2024 0:00,1
91,23691,61,add_to_cart,4/2/2024 0:02,1
92,23691,61,begin_checkout,4/2/2024 0:04,1
93,27317,59,view_product,6/20/2024 0:00,1
94,5476,201,view_product,3/8/2024 0:00,1
95,25742,105,view_product,1/7/2024 0:00,1
96,42501,174,view_product,3/20/2024 0:00,1
98,42501,174,begin_checkout,3/20/2024 0:04,1
99,42501,174,purchase,3/20/2024 0:06,1
100,44694,132,view_product,1/4/2024 0:00,1
101,17437,163,view_product,3/19/2024 0:00,1
102,17437,163,add_to_cart,3/19/2024 0:02,1
103,30991,228,view_product,1/26/2024 0:00,1
104,30991,228,add_to_cart,1/26/2024 0:02,1
105,14285,60,view_product,2/1/2024 0:00,1
106,31248,160,view_product,2/14/2024 0:00,1
107,31248,160,add_to_cart,2/14/2024 0:02,1
108,31248,160,begin_checkout,2/14/2024 0:04,1
109,16857,204,view_product,1/29/2024 0:00,1
110,33861,266,view_product,2/18/2024 0:00,1
111,33861,266,add_to_cart,2/18/2024 0:02,1
112,7679,5,view_product,6/28/2024 0:00,1
113,7679,5,add_to_cart,6/28/2024 0:02,1
114,45291,22,view_product,4/24/2024 0:00,1
115,45291,22,add_to_cart,4/24/2024 0:02,1
116,45291,22,begin_checkout,4/24/2024 0:04,1
117,3458,229,view_product,2/24/2024 0:00,1
118,40480,2,view_product,3/23/2024 0:00,1
119,5911,223,view_product,5/8/2024 0:00,1
120,10979,274,view_product,1/29/2024 0:00,1
121,25536,213,view_product,5/3/2024 0:00,1
122,22621,222,view_product,5/3/2024 0:00,1
123,8935,\N,view_product,4/1/2024 0:00,1
124,11204,130,view_product,2/27/2024 0:00,1
125,22012,243,view_product,6/12/2024 0:00,1
126,22012,243,add_to_cart,6/12/2024 0:02,1
127,5950,29,view_product,6/25/2024 0:00,1
128,5950,29,add_to_cart,6/25/2024 0:02,1
129,5950,29,begin_checkout,6/25/2024 0:04,1
131,26325,111,view_product,2/21/2024 0:00,1
132,23772,182,view_product,3/7/2024 0:00,1
134,17124,110,view_product,6/20/2024 0:00,1
135,47674,4,view_product,2/24/2024 0:00,1
136,15461,155,view_product,1/28/2024 0:00,1
137,15461,155,add_to_cart,1/28/2024 0:02,1
138,15461,155,begin_checkout,1/28/2024 0:04,1
139,41437,222,view_product,1/30/2024 0:00,1
140,41639,36,view_product,1/6/2024 0:00,1
141,35532,293,view_product,5/10/2024 0:00,1
142,17786,48,view_product,3/15/2024 0:00,1
143,43096,51,view_product,3/15/2024 0:00,1
144,15051,59,view_product,1/25/2024 0:00,1
145,6777,241,view_product,1/3/2024 0:00,1
146,6777,241,add_to_cart,1/3/2024 0:02,1
147,6777,241,begin_checkout,1/3/2024 0:04,1
148,8704,44,view_product,4/11/2024 0:00,1
150,8704,44,begin_checkout,4/11/2024 0:04,1
151,11752,132,view_product,5/27/2024 0:00,1
152,46933,85,view_product,1/4/2024 0:00,1
153,2345,136,view_product,5/25/2024 0:00,1
154,45247,179,view_product,1/22/2024 0:00,1
155,45247,179,add_to_cart,1/22/2024 0:02,1
156,22425,195,view_product,2/8/2024 0:00,1
157,38531,285,view_product,5/5/2024 0:00,1
158,34116,218,view_product,1/30/2024 0:00,1
159,35933,81,view_product,1/5/2024 0:00,1
160,3851,8,view_product,5/7/2024 0:00,1
161,7843,201,view_product,1/12/2024 0:00,1
162,13315,25,view_product,5/28/2024 0:00,1
163,3099,200,view_product,5/7/2024 0:00,1
164,37592,89,view_product,5/1/2024 0:00,1
165,40887,\N,view_product,6/22/2024 0:00,1
166,40887,104,add_to_cart,6/22/2024 0:02,1
167,11827,86,view_product,6/3/2024 0:00,1
168,11827,86,add_to_cart,6/3/2024 0:02,1
169,11827,86,begin_checkout,6/3/2024 0:04,1
170,45411,40,view_product,1/14/2024 0:00,1
171,14098,73,view_product,3/25/2024 0:00,1
172,16791,118,view_product,3/6/2024 0:00,1
173,13388,105,view_product,5/9/2024 0:00,1
174,5081,28,view_product,6/7/2024 0:00,1
175,29207,121,view_product,5/24/2024 0:00,1
176,27780,38,view_product,6/9/2024 0:00,1
177,48252,85,view_product,2/11/2024 0:00,1
178,30704,26,view_product,4/30/2024 0:00,1
179,3001,76,view_product,5/20/2024 0:00,1
180,3001,76,add_to_cart,5/20/2024 0:02,1
181,48364,34,view_product,4/8/2024 0:00,1
182,11222,20,view_product,5/1/2024 0:00,1
183,34084,7,view_product,6/29/2024 0:00,1
184,23250,123,view_product,6/27/2024 0:00,1
185,3554,83,view_product,6/15/2024 0:00,1
186,10534,189,view_product,1/7/2024 0:00,1
187,10534,189,add_to_cart,1/7/2024 0:02,1
188,10534,189,begin_checkout,1/7/2024 0:04,1
189,10534,189,purchase,1/7/2024 0:06,1
190,18212,23,view_product,3/3/2024 0:00,1
191,29882,189,view_product,5/13/2024 0:00,1
193,48402,156,view_product,4/12/2024 0:00,1
194,48402,156,add_to_cart,4/12/2024 0:02,1
195,48402,156,begin_checkout,4/12/2024 0:04,1
196,48402,156,purchase,4/12/2024 0:06,1
197,7850,34,view_product,4/21/2024 0:00,1
198,7850,34,add_to_cart,4/21/2024 0:02,1
199,7850,34,begin_checkout,4/21/2024 0:04,1
200,7850,34,purchase,4/21/2024 0:06,1
201,42462,94,view_product,1/21/2024 0:00,1
202,42462,94,add_to_cart,1/21/2024 0:02,1
203,42462,94,begin_checkout,1/21/2024 0:04,1
204,42462,94,purchase,1/21/2024 0:06,1
205,614,165,view_product,6/23/2024 0:00,1
206,614,165,add_to_cart,6/23/2024 0:02,1
207,31602,166,view_product,6/4/2024 0:00,1
208,24600,7,view_product,4/8/2024 0:00,1
209,24600,7,add_to_cart,4/8/2024 0:02,1
210,24600,7,begin_checkout,4/8/2024 0:04,1
212,15048,80,view_product,4/7/2024 0:00,1
213,14233,109,view_product,5/6/2024 0:00,1
214,850,67,view_product,5/31/2024 0:00,1
215,2792,188,view_product,1/16/2024 0:00,1
216,1723,193,view_product,5/3/2024 0:00,1
217,20135,284,view_product,5/23/2024 0:00,1
218,3344,90,view_product,5/12/2024 0:00,1
219,27002,154,view_product,2/18/2024 0:00,1
220,11217,65,view_product,4/25/2024 0:00,1
221,11217,65,add_to_cart,4/25/2024 0:02,1
222,2620,152,view_product,4/1/2024 0:00,1
223,12802,56,view_product,2/9/2024 0:00,1
224,12802,56,add_to_cart,2/9/2024 0:02,1
226,813,178,view_product,6/14/2024 0:00,1
227,4549,36,view_product,4/29/2024 0:00,1
228,4549,36,add_to_cart,4/29/2024 0:02,1
229,4549,36,begin_checkout,4/29/2024 0:04,1
230,16363,179,view_product,4/21/2024 0:00,1
231,16363,179,add_to_cart,4/21/2024 0:02,1
232,16363,\N,begin_checkout,4/21/2024 0:04,1
233,16363,\N,purchase,4/21/2024 0:06,1
234,14344,89,view_product,5/8/2024 0:00,1
235,14344,89,add_to_cart,5/8/2024 0:02,1
236,45041,223,view_product,2/1/2024 0:00,1
237,49310,192,view_product,6/2/2024 0:00,1
238,19846,82,view_product,5/13/2024 0:00,1
240,19846,82,begin_checkout,5/13/2024 0:04,1
241,7262,248,view_product,2/19/2024 0:00,1
242,7262,248,add_to_cart,2/19/2024 0:02,1
243,7262,248,begin_checkout,2/19/2024 0:04,1
244,19694,90,view_product,3/28/2024 0:00,1
245,20607,19,view_product,2/18/2024 0:00,1
246,20607,19,add_to_cart,2/18/2024 0:02,1
247,20607,19,begin_checkout,2/18/2024 0:04,1
248,20607,19,purchase,2/18/2024 0:06,1
249,43414,2,view_product,6/13/2024 0:00,1
250,9784,170,view_product,2/13/2024 0:00,1
251,9784,170,add_to_cart,2/13/2024 0:02,1
252,27069,130,view_product,3/24/2024 0:00,1
253,49709,36,view_product,2/8/2024 0:00,1
254,29606,220,view_product,3/8/2024 0:00,1
255,38030,145,view_product,2/24/2024 0:00,1
256,42200,164,view_product,3/15/2024 0:00,1
257,25813,35,view_product,5/3/2024 0:00,1
258,9061,261,view_product,6/12/2024 0:00,1
260,9061,\N,begin_checkout,6/12/2024 0:04,1
261,48166,5,view_product,5/14/2024 0:00,1
262,20679,60,view_product,1/23/2024 0:00,1
263,17627,24,view_product,5/23/2024 0:00,1
264,17627,24,add_to_cart,5/23/2024 0:02,1
265,17627,24,begin_checkout,5/23/2024 0:04,1
266,17627,24,purchase,5/23/2024 0:06,1
267,40310,170,view_product,3/11/2024 0:00,1
268,10502,56,view_product,4/25/2024 0:00,1
269,19603,180,view_product,6/24/2024 0:00,1
270,19603,180,add_to_cart,6/24/2024 0:02,1
271,19603,180,begin_checkout,6/24/2024 0:04,1
272,19603,180,purchase,6/24/2024 0:06,1
273,19313,58,view_product,5/9/2024 0:00,1
274,4252,215,view_product,1/31/2024 0:00,1
275,21921,11,view_product,4/18/2024 0:00,1
276,21921,11,add_to_cart,4/18/2024 0:02,1
277,21921,11,begin_checkout,4/18/2024 0:04,1
278,21921,11,purchase,4/18/2024 0:06,1
279,8715,245,view_product,1/14/2024 0:00,1
280,8715,245,add_to_cart,1/14/2024 0:02,1
281,7523,155,view_product,3/12/2024 0:00,1
282,7523,155,add_to_cart,3/12/2024 0:02,1
284,7523,155,purchase,3/12/2024 0:06,1
285,11821,78,view_product,5/30/2024 0:00,1
286,5550,235,view_product,6/15/2024 0:00,1
287,23659,195,view_product,1/29/2024 0:00,1
288,23659,195,add_to_cart,1/29/2024 0:02,1
289,24953,45,view_product,1/22/2024 0:00,1
290,41079,215,view_product,6/21/2024 0:00,1
291,41079,215,add_to_cart,6/21/2024 0:02,1
292,18633,149,view_product,3/28/2024 0:00,1
294,17875,15,view_product,5/13/2024 0:00,1
295,43494,274,view_product,4/11/2024 0:00,1
296,42591,225,view_product,1/6/2024 0:00,1
298,46268,119,view_product,3/26/2024 0:00,1
299,36066,13,view_product,4/30/2024 0:00,1
300,5151,296,view_product,2/23/2024 0:00,1
301,32739,75,view_product,6/22/2024 0:00,1
302,27686,126,view_product,5/10/2024 0:00,1
303,27686,126,add_to_cart,5/10/2024 0:02,1
304,1737,155,view_product,1/18/2024 0:00,1
305,16121,247,view_product,1/30/2024 0:00,1
306,16121,247,add_to_cart,1/30/2024 0:02,1
307,40421,16,view_product,2/25/2024 0:00,1
308,1246,28,view_product,5/19/2024 0:00,1
309,1246,28,add_to_cart,5/19/2024 0:02,1
310,14676,55,view_product,3/26/2024 0:00,1
311,46429,69,view_product,4/8/2024 0:00,1
312,21104,27,view_product,6/5/2024 0:00,1
313,21104,27,add_to_cart,6/5/2024 0:02,1
314,40720,228,view_product,5/1/2024 0:00,1
315,40720,228,add_to_cart,5/1/2024 0:02,1
316,40720,228,begin_checkout,5/1/2024 0:04,1
317,40720,228,purchase,5/1/2024 0:06,1
318,36903,267,view_product,5/8/2024 0:00,1
319,36903,267,add_to_cart,5/8/2024 0:02,1
320,36903,267,begin_checkout,5/8/2024 0:04,1
321,36903,267,purchase,5/8/2024 0:06,1
322,15491,24,view_product,2/23/2024 0:00,1
323,15491,24,add_to_cart,2/23/2024 0:02,1
324,15491,24,begin_checkout,2/23/2024 0:04,1
325,15491,24,purchase,2/23/2024 0:06,1
326,23766,228,view_product,1/8/2024 0:00,1
327,23766,228,add_to_cart,1/8/2024 0:02,1
328,26991,294,view_product,2/26/2024 0:00,1
329,19345,109,view_product,3/29/2024 0:00,1
330,26675,236,view_product,1/10/2024 0:00,1
331,26675,236,add_to_cart,1/10/2024 0:02,1
332,26675,236,begin_checkout,1/10/2024 0:04,1
333,10745,131,view_product,1/24/2024 0:00,1
334,10745,131,add_to_cart,1/24/2024 0:02,1
335,5597,155,view_product,3/3/2024 0:00,1
336,13728,160,view_product,2/8/2024 0:00,1
337,43505,156,view_product,4/17/2024 0:00,1
338,43505,156,add_to_cart,4/17/2024 0:02,1
339,43505,156,begin_checkout,4/17/2024 0:04,1
340,48057,163,view_product,4/15/2024 0:00,1
341,48057,163,add_to_cart,4/15/2024 0:02,1
342,48057,163,begin_checkout,4/15/2024 0:04,1
343,21012,6,view_product,5/17/2024 0:00,1
344,21012,6,add_to_cart,5/17/2024 0:02,1
345,9072,274,view_product,4/12/2024 0:00,1
346,9072,274,add_to_cart,4/12/2024 0:02,1
347,9072,274,begin_checkout,4/12/2024 0:04,1
348,9072,274,purchase,4/12/2024 0:06,1
349,34215,188,view_product,4/27/2024 0:00,1
350,34215,188,add_to_cart,4/27/2024 0:02,1
351,34215,188,begin_checkout,4/27/2024 0:04,1
352,45906,192,view_product,1/9/2024 0:00,1
353,27256,55,view_product,5/10/2024 0:00,1
354,32546,257,view_product,3/6/2024 0:00,1
355,19570,74,view_product,1/22/2024 0:00,1
356,19570,74,add_to_cart,1/22/2024 0:02,1
357,19570,74,begin_checkout,1/22/2024 0:04,1
358,19570,74,purchase,1/22/2024 0:06,1
359,17188,67,view_product,2/16/2024 0:00,1
360,24740,114,view_product,1/1/2024 0:00,1
361,36978,174,view_product,6/27/2024 0:00,1
362,11746,95,view_product,4/8/2024 0:00,1
364,43953,206,view_product,1/2/2024 0:00,1
365,23254,164,view_product,3/1/2024 0:00,1
366,43492,272,view_product,2/6/2024 0:00,1
367,41090,278,view_product,2/21/2024 0:00,1
368,26228,289,view_product,1/31/2024 0:00,1
369,26228,289,add_to_cart,1/31/2024 0:02,1
370,42356,296,view_product,6/14/2024 0:00,1
371,49400,14,view_product,6/3/2024 0:00,1
372,49400,14,add_to_cart,6/3/2024 0:02,1
373,49400,14,begin_checkout,6/3/2024 0:04,1
374,41371,229,view_product,3/11/2024 0:00,1
375,27264,33,view_product,1/9/2024 0:00,1
376,27264,33,add_to_cart,1/9/2024 0:02,1
377,27264,33,begin_checkout,1/9/2024 0:04,1
378,27264,33,purchase,1/9/2024 0:06,1
379,40715,204,view_product,3/3/2024 0:00,1
381,20768,3,view_product,1/6/2024 0:00,1
382,20768,3,add_to_cart,1/6/2024 0:02,1
383,29209,248,view_product,5/9/2024 0:00,1
384,29209,248,add_to_cart,5/9/2024 0:02,1
385,29209,248,begin_checkout,5/9/2024 0:04,1
386,29209,248,purchase,5/9/2024 0:06,1
387,15470,122,view_product,6/18/2024 0:00,1
388,29844,192,view_product,6/5/2024 0:00,1
389,29844,192,add_to_cart,6/5/2024 0:02,1
390,46274,199,view_product,5/5/2024 0:00,1
391,7605,228,view_product,3/23/2024 0:00,1
392,43705,224,view_product,3/30/2024 0:00,1
393,7968,249,view_product,2/8/2024 0:00,1
394,7968,249,add_to_cart,2/8/2024 0:02,1
395,24673,136,view_product,1/29/2024 0:00,1
396,11229,247,view_product,2/5/2024 0:00,1
397,40018,60,view_product,2/17/2024 0:00,1
398,15478,246,view_product,4/30/2024 0:00,1
399,49669,228,view_product,3/15/2024 0:00,1
400,23001,220,view_product,1/17/2024 0:00,1
401,23001,220,add_to_cart,1/17/2024 0:02,1
402,23001,220,begin_checkout,1/17/2024 0:04,1
403,48589,188,view_product,5/27/2024 0:00,1
404,48589,188,add_to_cart,5/27/2024 0:02,1
405,48589,188,begin_checkout,5/27/2024 0:04,1
406,48589,188,purchase,5/27/2024 0:06,1
407,9883,\N,view_product,5/29/2024 0:00,1
408,25367,97,view_product,5/1/2024 0:00,1
409,44970,226,view_product,2/6/2024 0:00,1
410,38112,101,view_product,3/24/2024 0:00,1
411,24169,258,view_product,2/13/2024 0:00,1
412,38280,181,view_product,6/6/2024 0:00,1
413,21675,39,view_product,4/2/2024 0:00,1
414,21675,39,add_to_cart,4/2/2024 0:02,1
415,10086,292,view_product,6/26/2024 0:00,1
416,24708,134,view_product,3/29/2024 0:00,1
417,24708,134,add_to_cart,3/29/2024 0:02,1
418,24708,134,begin_checkout,3/29/2024 0:04,1
419,36642,140,view_product,3/12/2024 0:00,1
420,2276,269,view_product,3/12/2024 0:00,1
421,2276,269,add_to_cart,3/12/2024 0:02,1
422,2276,269,begin_checkout,3/12/2024 0:04,1
423,2276,269,purchase,3/12/2024 0:06,1
424,416,156,view_product,5/14/2024 0:00,1
425,416,156,add_to_cart,5/14/2024 0:02,1
426,2304,264,view_product,2/18/2024 0:00,1
427,3993,143,view_product,4/2/2024 0:00,1
428,320,298,view_product,1/9/2024 0:00,1
429,320,298,add_to_cart,1/9/2024 0:02,1
430,320,298,begin_checkout,1/9/2024 0:04,1
431,21934,25,view_product,6/23/2024 0:00,1
433,42674,167,view_product,6/27/2024 0:00,1
434,32398,151,view_product,2/14/2024 0:00,1
436,3585,25,view_product,5/15/2024 0:00,1
437,19806,299,view_product,2/23/2024 0:00,1
438,19754,93,view_product,1/15/2024 0:00,1
439,11276,139,view_product,6/18/2024 0:00,1
440,11276,139,add_to_cart,6/18/2024 0:02,1
441,11276,139,begin_checkout,6/18/2024 0:04,1
442,11276,\N,purchase,6/18/2024 0:06,1
444,10052,90,view_product,3/28/2024 0:00,1
445,10052,90,add_to_cart,3/28/2024 0:02,1
446,37557,155,view_product,4/15/2024 0:00,1
447,43401,4,view_product,3/12/2024 0:00,1
448,21021,77,view_product,5/20/2024 0:00,1
449,21021,77,add_to_cart,5/20/2024 0:02,1
450,21021,77,begin_checkout,5/20/2024 0:04,1
451,11932,274,view_product,6/12/2024 0:00,1
452,47140,43,view_product,2/17/2024 0:00,1
453,47140,43,add_to_cart,2/17/2024 0:02,1
454,47140,43,begin_checkout,2/17/2024 0:04,1
455,28118,283,view_product,4/7/2024 0:00,1
456,10166,262,view_product,6/21/2024 0:00,1
457,18293,209,view_product,3/8/2024 0:00,1
458,18293,209,add_to_cart,3/8/2024 0:02,1
459,33465,209,view_product,2/27/2024 0:00,1
460,33465,209,add_to_cart,2/27/2024 0:02,1
461,33465,209,begin_checkout,2/27/2024 0:04,1
462,33465,209,purchase,2/27/2024 0:06,1
463,22861,293,view_product,1/29/2024 0:00,1
464,39605,6,view_product,4/11/2024 0:00,1
465,39605,6,add_to_cart,4/11/2024 0:02,1
466,39605,6,begin_checkout,4/11/2024 0:04,1
467,39605,6,purchase,4/11/2024 0:06,1
468,2365,\N,view_product,3/25/2024 0:00,1
469,23816,281,view_product,1/7/2024 0:00,1
470,35428,185,view_product,4/29/2024 0:00,1
471,35428,185,add_to_cart,4/29/2024 0:02,1
472,45018,92,view_product,4/20/2024 0:00,1
473,45018,92,add_to_cart,4/20/2024 0:02,1
474,45018,92,begin_checkout,4/20/2024 0:04,1
475,45018,92,purchase,4/20/2024 0:06,1
476,36285,66,view_product,4/16/2024 0:00,1
477,36285,66,add_to_cart,4/16/2024 0:02,1
478,36285,66,begin_checkout,4/16/2024 0:04,1
479,36285,66,purchase,4/16/2024 0:06,1
480,47854,5,view_product,2/24/2024 0:00,1
481,46469,33,view_product,2/21/2024 0:00,1
482,46469,33,add_to_cart,2/21/2024 0:02,1
483,46469,33,begin_checkout,2/21/2024 0:04,1
484,46469,33,purchase,2/21/2024 0:06,1
485,19316,178,view_product,6/5/2024 0:00,1
486,21777,92,view_product,2/24/2024 0:00,1
487,16355,148,view_product,6/14/2024 0:00,1
488,17815,16,view_product,4/26/2024 0:00,1
490,48953,281,view_product,2/14/2024 0:00,1
491,35140,209,view_product,1/13/2024 0:00,1
492,40482,159,view_product,5/17/2024 0:00,1
493,48213,213,view_product,1/31/2024 0:00,1
494,48213,213,add_to_cart,1/31/2024 0:02,1
495,48213,213,begin_checkout,1/31/2024 0:04,1
496,48213,213,purchase,1/31/2024 0:06,1
497,40888,\N,view_product,3/18/2024 0:00,1
498,40888,240,add_to_cart,3/18/2024 0:02,1
499,40888,240,begin_checkout,3/18/2024 0:04,1
500,40888,240,purchase,3/18/2024 0:06,1
501,27891,157,view_product,6/11/2024 0:00,1
502,31085,188,view_product,6/16/2024 0:00,1
503,49844,244,view_product,4/8/2024 0:00,1
504,49844,244,add_to_cart,4/8/2024 0:02,1
505,2257,194,view_product,3/22/2024 0:00,1
506,2257,194,add_to_cart,3/22/2024 0:02,1
507,22080,214,view_product,3/8/2024 0:00,1
508,31255,70,view_product,1/5/2024 0:00,1
509,15694,142,view_product,2/16/2024 0:00,1
510,8771,281,view_product,3/2/2024 0:00,1
511,4762,231,view_product,3/17/2024 0:00,1
512,38920,111,view_product,1/27/2024 0:00,1
513,38920,111,add_to_cart,1/27/2024 0:02,1
514,38920,111,begin_checkout,1/27/2024 0:04,1
515,38920,111,purchase,1/27/2024 0:06,1
516,241,4,view_product,4/13/2024 0:00,1
517,241,4,add_to_cart,4/13/2024 0:02,1
518,1491,94,view_product,3/18/2024 0:00,1
520,19926,59,view_product,1/6/2024 0:00,1
521,19926,59,add_to_cart,1/6/2024 0:02,1
522,19926,59,begin_checkout,1/6/2024 0:04,1
523,27522,179,view_product,6/19/2024 0:00,1
524,27522,179,add_to_cart,6/19/2024 0:02,1
525,27522,179,begin_checkout,6/19/2024 0:04,1
526,22164,104,view_product,5/4/2024 0:00,1
527,27483,162,view_product,6/7/2024 0:00,1
528,27483,162,add_to_cart,6/7/2024 0:02,1
529,1220,152,view_product,5/11/2024 0:00,1
530,1220,\N,add_to_cart,5/11/2024 0:02,1
531,1220,152,begin_checkout,5/11/2024 0:04,1
532,28769,36,view_product,4/16/2024 0:00,1
533,39880,136,view_product,4/9/2024 0:00,1
534,39880,136,add_to_cart,4/9/2024 0:02,1
535,39880,136,begin_checkout,4/9/2024 0:04,1
537,41860,14,view_product,3/8/2024 0:00,1
538,41860,14,add_to_cart,3/8/2024 0:02,1
539,45204,127,view_product,1/27/2024 0:00,1
540,44546,80,view_product,2/8/2024 0:00,1
541,44546,80,add_to_cart,2/8/2024 0:02,1
542,44546,80,begin_checkout,2/8/2024 0:04,1
543,32892,189,view_product,3/18/2024 0:00,1
544,40946,93,view_product,1/14/2024 0:00,1
546,20691,121,view_product,3/22/2024 0:00,1
547,46113,189,view_product,6/17/2024 0:00,1
548,23397,182,view_product,3/27/2024 0:00,1
549,7365,74,view_product,1/4/2024 0:00,1
550,7365,74,add_to_cart,1/4/2024 0:02,1
552,3676,113,view_product,1/22/2024 0:00,1
553,38654,69,view_product,2/21/2024 0:00,1
554,27433,50,view_product,6/8/2024 0:00,1
555,27433,50,add_to_cart,6/8/2024 0:02,1
556,38911,179,view_product,3/24/2024 0:00,1
557,38911,179,add_to_cart,3/24/2024 0:02,1
558,38911,179,begin_checkout,3/24/2024 0:04,1
559,22146,43,view_product,3/25/2024 0:00,1
560,9804,\N,view_product,5/15/2024 0:00,1
561,9804,235,add_to_cart,5/15/2024 0:02,1
562,33984,11,view_product,1/20/2024 0:00,1
563,33984,11,add_to_cart,1/20/2024 0:02,1
564,33984,11,begin_checkout,1/20/2024 0:04,1
565,33984,11,purchase,1/20/2024 0:06,1
566,43663,284,view_product,6/11/2024 0:00,1
567,4319,66,view_product,3/22/2024 0:00,1
568,23042,\N,view_product,2/5/2024 0:00,1
569,49084,24,view_product,5/2/2024 0:00,1
570,14303,11,view_product,4/16/2024 0:00,1
571,14303,11,add_to_cart,4/16/2024 0:02,1
572,14303,11,begin_checkout,4/16/2024 0:04,1
573,30636,248,view_product,6/5/2024 0:00,1
574,41873,161,view_product,5/10/2024 0:00,1
575,24637,254,view_product,3/21/2024 0:00,1
576,24637,254,add_to_cart,3/21/2024 0:02,1
577,24637,254,begin_checkout,3/21/2024 0:04,1
579,15782,95,view_product,2/2/2024 0:00,1
580,15782,95,add_to_cart,2/2/2024 0:02,1
581,15782,95,begin_checkout,2/2/2024 0:04,1
582,15782,95,purchase,2/2/2024 0:06,1
583,24368,233,view_product,5/14/2024 0:00,1
584,14503,152,view_product,3/23/2024 0:00,1
585,16190,66,view_product,1/11/2024 0:00,1
586,10824,105,view_product,4/7/2024 0:00,1
587,6463,222,view_product,5/18/2024 0:00,1
